VESSEL_NAME,VESSEL_NO,DIRECTION,NUM_BARGES,SOL_DATE,ARRIVAL_DATE,END_OF_LOCKAGE,TIMEZONE,MMSI,Unnamed: 0,DELAY_MINS,SEQ_NO
THERESA B (TOW),561744,D,0,2023-10-15 04:20:00,2023-10-15 04:18:00,2023-10-15 04:25:00,CST,,825.0,2.0,-
NICHOLAS VETO,1255027,U,1,2023-10-15 03:55:00,2023-10-15 00:44:00,2023-10-15 04:20:00,CST,,826.0,191.0,-
THERESA B (TOW),561744,D,0,2023-10-15 03:50:00,2023-10-15 03:46:00,2023-10-15 03:55:00,CST,,827.0,0.0,-
GEORGE ALLEN,1236451,U,2,2023-10-15 03:23:00,2023-10-14 22:30:00,2023-10-15 03:50:00,CST,,828.0,293.0,-
ALEX D,1231404,D,0,2023-10-15 03:10:00,2023-10-15 03:08:00,2023-10-15 03:23:00,CST,,829.0,2.0,-
SAN MARCOS (TOW 1012),1242397,U,2,2023-10-15 01:40:00,2023-10-14 22:10:00,2023-10-15 03:10:00,CST,,830.0,210.0,-
GEORGE W BANTA (TOW),266928,D,2,2023-10-15 01:35:00,2023-10-14 20:14:00,2023-10-15 01:40:00,CST,,831.0,0.0,-
THERESA B (TOW),561744,U,0,2023-10-15 00:59:00,2023-10-15 00:58:00,2023-10-15 01:05:00,CST,,832.0,1.0,-
SARAH D (TOW),1167754,D,3,2023-10-15 00:10:00,2023-10-14 20:00:00,2023-10-15 00:25:00,CST,,833.0,0.0,-
MISTER MAC (TOW 2015),1259042,U,2,2023-10-14 23:15:00,2023-10-14 19:35:00,2023-10-14 23:30:00,CST,,834.0,220.0,-
KITTY (TOW 2000),1095430,U,2,2023-10-14 22:35:00,2023-10-14 19:31:00,2023-10-14 23:10:00,CST,,835.0,184.0,-
BETH WILSON,1121373,U,2,2023-10-14 21:45:00,2023-10-14 18:23:00,2023-10-14 22:30:00,CST,,836.0,202.0,-
CAPT DANIEL CLEMENT (TOW),519922,D,2,2023-10-14 20:45:00,2023-10-14 17:47:00,2023-10-14 21:45:00,CST,,837.0,178.0,-
ST ROSE,1251866,U,2,2023-10-14 20:10:00,2023-10-14 17:37:00,2023-10-14 20:45:00,CST,,838.0,153.0,-
THERESA B (TOW),561744,D,0,2023-10-14 19:49:00,2023-10-14 19:48:00,2023-10-14 20:10:00,CST,,839.0,1.0,-
JEFF KINDL (TOW 2016) 86X35,1266571,D,4,2023-10-14 19:35:00,2023-10-14 15:20:00,2023-10-14 19:45:00,CST,,840.0,0.0,-
TEE CENAC,1321259,D,1,2023-10-14 18:55:00,2023-10-14 15:39:00,2023-10-14 19:00:00,CST,,841.0,196.0,-
CSS SHENANDOAH (TOW 2019),1300154,D,2,2023-10-14 18:33:00,2023-10-14 15:24:00,2023-10-14 18:50:00,CST,,842.0,189.0,-
ROBERT G STONE JR (TOW),1189439,U,1,2023-10-14 18:15:00,2023-10-14 14:20:00,2023-10-14 18:33:00,CST,,843.0,235.0,-
RECREATION VESSEL(S),9999999,D,0,2023-10-14 18:00:00,2023-10-14 17:35:00,2023-10-14 18:15:00,CST,,844.0,25.0,-
JOSSET   (TOW 56X23),1116940,U,3,2023-10-14 17:50:00,2023-10-14 03:28:00,2023-10-14 18:00:00,CST,,845.0,0.0,-
MISS CARTER W,1334369,D,2,2023-10-14 16:00:00,2023-10-14 13:58:00,2023-10-14 16:45:00,CST,,846.0,122.0,-
KAREN ANN,1250289,U,2,2023-10-14 15:20:00,2023-10-14 03:29:00,2023-10-14 16:00:00,CST,,847.0,711.0,-
ANITA EVE SHARP  (TOW 1985),680357,U,3,2023-10-14 14:55:00,2023-10-14 03:26:00,2023-10-14 15:15:00,CST,,848.0,0.0,-
ANDY MCKINNEY,269006,D,3,2023-10-14 12:00:00,2023-10-14 09:46:00,2023-10-14 13:15:00,CST,,849.0,134.0,-
GOSIER,1242385,D,1,2023-10-14 11:35:00,2023-10-14 01:53:00,2023-10-14 11:55:00,CST,,850.0,582.0,-
WILSEY DUPRE (TOW 2010),1224664,D,2,2023-10-14 11:20:00,2023-10-14 07:07:00,2023-10-14 11:30:00,CST,,851.0,253.0,-
EUGENIE J HUGER (TOW 2012),1242009,D,3,2023-10-14 10:55:00,2023-10-14 01:52:00,2023-10-14 11:15:00,CST,,852.0,543.0,-
DIANE (TOW 2005),1176072,D,2,2023-10-14 10:20:00,2023-10-14 01:42:00,2023-10-14 10:50:00,CST,,853.0,518.0,-
JAMES S DAVISON (TOW 86X32),1211188,D,2,2023-10-14 09:50:00,2023-10-14 00:48:00,2023-10-14 10:15:00,CST,,854.0,542.0,-
DONNIE SONIER (TOW 2011) 69X30,1235354,D,2,2023-10-14 08:15:00,2023-10-13 18:55:00,2023-10-14 08:35:00,CST,,855.0,800.0,-
AMAZING GRACE (TOW 1958),277588,U,2,2023-10-14 08:05:00,2023-10-13 22:23:00,2023-10-14 08:15:00,CST,,856.0,0.0,-
GREGORY P FRAZIER (TOW),552463,U,3,2023-10-14 07:25:00,2023-10-13 18:05:00,2023-10-14 07:45:00,CST,,857.0,0.0,-
ALMA GRACE,1321735,D,2,2023-10-14 05:50:00,2023-10-13 20:16:00,2023-10-14 06:10:00,CST,,858.0,574.0,-
JERRY DOG MCLAIN,1233239,D,2,2023-10-14 05:25:00,2023-10-13 18:03:00,2023-10-14 05:50:00,CST,,859.0,682.0,-
FRANK GOLEMI (TOW),1251200,D,3,2023-10-14 04:50:00,2023-10-13 18:19:00,2023-10-14 05:20:00,CST,,860.0,631.0,-
SAVIOUR (TOW),1192584,U,3,2023-10-14 04:45:00,2023-10-13 17:11:00,2023-10-14 04:50:00,CST,,861.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-14 03:55:00,2023-10-14 03:54:00,2023-10-14 04:05:00,CST,,862.0,1.0,-
RITA (TOW),544740,U,3,2023-10-14 02:25:00,2023-10-13 16:21:00,2023-10-14 02:40:00,CST,,863.0,0.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-14 01:37:00,2023-10-14 01:20:00,2023-10-14 01:50:00,CST,,864.0,17.0,-
FORKED ISLAND,1259044,U,2,2023-10-14 01:15:00,2023-10-13 14:47:00,2023-10-14 01:37:00,CST,,865.0,628.0,-
CITY OF PADUCAH (TOW),651989,U,1,2023-10-14 01:00:00,2023-10-13 12:34:00,2023-10-14 01:10:00,CST,,866.0,746.0,-
TERRY H,1252433,U,2,2023-10-14 00:25:00,2023-10-13 10:53:00,2023-10-14 00:55:00,CST,,867.0,812.0,-
T H KELLY (TOW),693109,U,3,2023-10-14 00:15:00,2023-10-13 10:05:00,2023-10-14 00:20:00,CST,,868.0,0.0,-
RENEE T WHATLEY (TOW),1194317,U,1,2023-10-13 22:30:00,2023-10-13 08:55:00,2023-10-13 23:15:00,CST,,869.0,815.0,-
CROSBY CARRIER (TOW 2004)65X28,1163372,U,1,2023-10-13 22:10:00,2023-10-13 07:30:00,2023-10-13 22:25:00,CST,,870.0,880.0,-
STEVE ALLEY,1322117,U,3,2023-10-13 21:55:00,2023-10-13 06:45:00,2023-10-13 22:05:00,CST,,871.0,0.0,-
MIKE BECHTOLD,586008,D,3,2023-10-13 21:10:00,2023-10-13 10:58:00,2023-10-13 21:30:00,CST,,872.0,0.0,-
MISSION (TOW 84X32) 2012,1240072,D,2,2023-10-13 19:45:00,2023-10-13 11:00:00,2023-10-13 20:10:00,CST,,873.0,525.0,-
AMAZING GRACE (TOW 1958),277588,D,2,2023-10-13 19:25:00,2023-10-13 06:46:00,2023-10-13 19:40:00,CST,,874.0,0.0,-
THERESA B (TOW),561744,U,0,2023-10-13 17:52:00,2023-10-13 17:51:00,2023-10-13 17:57:00,CST,,875.0,1.0,-
DISCOVERY,1225821,U,2,2023-10-12 20:05:00,2023-10-12 15:59:00,2023-10-12 20:20:00,CST,,876.0,246.0,-
AMERICAN STRONG (TOW 2016),1272102,U,2,2023-10-21 12:07:00,2023-10-21 12:06:00,2023-10-21 12:30:00,CST,,877.0,1.0,-
LADY OF PERPETUAL HELP(TOW),1207724,D,3,2023-10-21 11:50:00,2023-10-21 08:12:00,2023-10-21 12:05:00,CST,,878.0,0.0,-
JOSEPH ALFRED DEVALL,1236564,U,3,2023-10-21 11:00:00,2023-10-21 09:39:00,2023-10-21 11:30:00,CST,,879.0,81.0,-
KATHRYN T DEVALL (TOW 2013),1243632,D,1,2023-10-21 10:50:00,2023-10-20 13:27:00,2023-10-21 11:00:00,CST,,880.0,1283.0,-
SOUTHERN BELLE  (TOW),516701,U,3,2023-10-21 09:55:00,2023-10-21 05:30:00,2023-10-21 10:15:00,CST,,881.0,0.0,-
CAPT DOUG WRIGHT,1202864,D,4,2023-10-21 09:00:00,2023-10-21 01:08:00,2023-10-21 09:30:00,CST,,882.0,0.0,-
PORT EADS (TOW 2016) 69X30,1263200,U,2,2023-10-21 08:00:00,2023-10-21 02:26:00,2023-10-21 08:25:00,CST,,883.0,334.0,-
STEVE ALLEY (TOW 56X22),506179,U,2,2023-10-21 07:35:00,2023-10-20 22:54:00,2023-10-21 07:55:00,CST,,884.0,0.0,-
ROBERT J SHEA (TOW 2014) 84X32,1257000,D,2,2023-10-21 06:30:00,2023-10-21 03:28:00,2023-10-21 07:00:00,CST,,885.0,182.0,-
RITA (TOW),544740,D,3,2023-10-21 06:00:00,2023-10-21 02:28:00,2023-10-21 06:25:00,CST,,886.0,0.0,-
THERESA B (TOW),561744,U,0,2023-10-21 05:25:00,2023-10-21 05:15:00,2023-10-21 05:30:00,CST,,887.0,10.0,-
COCHRAN,1196742,D,2,2023-10-21 04:40:00,2023-10-21 02:41:00,2023-10-21 05:25:00,CST,,888.0,119.0,-
GEISMAR (TOW),555297,D,3,2023-10-21 04:20:00,2023-10-20 22:55:00,2023-10-21 04:35:00,CST,,889.0,0.0,-
SHANNON MARY (TOW) 80X32,1255674,D,3,2023-10-21 00:00:00,2023-10-20 20:30:00,2023-10-21 01:00:00,CST,,890.0,210.0,-
CAROL M OTT (TOW),1071633,U,2,2023-10-20 23:25:00,2023-10-20 22:52:00,2023-10-21 00:00:00,CST,,891.0,33.0,-
INDEPENDENCE (TOW 2013) 84X32,1249271,U,3,2023-10-20 23:10:00,2023-10-20 22:48:00,2023-10-20 23:20:00,CST,,892.0,0.0,-
INTRA RECOIL(TOW),533346,U,2,2023-10-20 21:55:00,2023-10-20 21:12:00,2023-10-20 22:40:00,CST,,893.0,43.0,-
ENTERPRISE (TOW),550135,D,2,2023-10-20 20:55:00,2023-10-20 12:35:00,2023-10-20 21:55:00,CST,,894.0,500.0,-
BERDON LAWRENCE,1306286,D,2,2023-10-20 19:05:00,2023-10-20 18:26:00,2023-10-20 20:50:00,CST,,895.0,39.0,-
BOLD VENTURE,1301090,U,3,2023-10-20 18:50:00,2023-10-20 11:53:00,2023-10-20 19:05:00,CST,,896.0,0.0,-
COTTLE (TOW 2019) 85X32,1291739,U,3,2023-10-20 18:15:00,2023-10-20 11:42:00,2023-10-20 18:25:00,CST,,897.0,393.0,-
MISS MICHELLE  (TOW),607802,U,2,2023-10-20 18:00:00,2023-10-20 09:37:00,2023-10-20 18:10:00,CST,,898.0,503.0,-
RANDY MARTIN (TOW),1134312,U,2,2023-10-20 17:45:00,2023-10-20 08:49:00,2023-10-20 17:55:00,CST,,899.0,536.0,-
THERESA B (TOW),561744,D,0,2023-10-20 17:40:00,2023-10-20 17:31:00,2023-10-20 17:45:00,CST,,900.0,9.0,-
MICHELE GONSOULIN ( TOW ),1194788,U,2,2023-10-20 17:00:00,2023-10-20 06:50:00,2023-10-20 17:40:00,CST,,901.0,610.0,-
TRUMP IT,675384,U,3,2023-10-20 16:45:00,2023-10-20 04:29:00,2023-10-20 16:55:00,CST,,902.0,0.0,-
THERESA B (TOW),561744,U,0,2023-10-20 16:11:00,2023-10-20 16:10:00,2023-10-20 16:20:00,CST,,903.0,0.0,-
SETH D (TOW 1981) 61X26,634990,D,2,2023-10-20 15:55:00,2023-10-19 22:10:00,2023-10-20 16:05:00,CST,,904.0,0.0,-
DANNY OCKMAN,644041,D,3,2023-10-20 15:05:00,2023-10-20 09:54:00,2023-10-20 15:35:00,CST,,905.0,0.0,-
LUCAS PAUL DEVALL (TOW 2017),1277619,D,2,2023-10-20 14:31:00,2023-10-20 10:07:00,2023-10-20 14:40:00,CST,,906.0,264.0,-
JOSSET   (TOW 56X23),1116940,D,2,2023-10-20 05:45:00,2023-10-19 21:43:00,2023-10-20 06:30:00,CST,,907.0,482.0,-
DANE F MORGAN (TOW),1141127,U,2,2023-10-20 05:25:00,2023-10-20 04:50:00,2023-10-20 05:45:00,CST,,908.0,35.0,-
JUDY S FRIED (TOW),1165345,D,2,2023-10-20 04:20:00,2023-10-19 21:47:00,2023-10-20 04:45:00,CST,,909.0,393.0,-
NATHAN THOMAS (TOW),641865,U,1,2023-10-20 03:40:00,2023-10-19 21:25:00,2023-10-20 04:20:00,CST,,910.0,375.0,-
AMERICAN WAY (TOW 2013),1251070,D,2,2023-10-20 03:02:00,2023-10-19 17:51:00,2023-10-20 03:40:00,CST,,911.0,551.0,-
DUKE,1247420,U,3,2023-10-20 02:20:00,2023-10-19 21:18:00,2023-10-20 03:02:00,CST,,912.0,302.0,-
RESOLUTION (TOW),629784,U,3,2023-10-20 02:05:00,2023-10-19 19:59:00,2023-10-20 02:15:00,CST,,913.0,0.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-20 00:10:00,2023-10-20 00:08:00,2023-10-20 00:15:00,CST,,914.0,2.0,-
CAPTAIN EARL DEVALL (TOW)2005,1167310,U,2,2023-10-19 23:50:00,2023-10-19 15:16:00,2023-10-20 00:10:00,CST,,915.0,514.0,-
LESLIE (TOW 73X31),1218576,U,3,2023-10-19 23:35:00,2023-10-19 13:47:00,2023-10-19 23:50:00,CST,,916.0,0.0,-
CALLIE DEVALL,1232852,U,2,2023-10-19 22:55:00,2023-10-19 13:26:00,2023-10-19 23:20:00,CST,,917.0,569.0,-
LAT GONSOULIN (TOW 2012),1237082,U,2,2023-10-19 22:30:00,2023-10-19 10:47:00,2023-10-19 22:50:00,CST,,918.0,703.0,-
BELL,1186064,U,2,2023-10-19 22:10:00,2023-10-19 08:48:00,2023-10-19 22:25:00,CST,,919.0,802.0,-
MISS CATHERINE,1301428,D,2,2023-10-19 19:40:00,2023-10-19 14:37:00,2023-10-19 20:05:00,CST,,920.0,303.0,-
DODSON THORNTON,266269,D,3,2023-10-19 18:55:00,2023-10-19 09:27:00,2023-10-19 19:05:00,CST,,921.0,0.0,-
MIKE MITCHELL,624349,U,6,,2023-10-01 09:27:00,,CST,,922.0,25.0,1
RICHARD B(TOW) 55X22,568300,D,0,2023-10-01 09:32:00,2023-10-01 09:31:00,2023-10-01 09:42:00,CST,,923.0,1.0,-
CAPT ANTHONY (TOW 2011),1232275,D,3,2023-10-01 08:10:00,2023-10-01 07:36:00,2023-10-01 08:47:00,CST,,924.0,34.0,-
SETH D (TOW 1981) 61X26,634990,U,4,2023-10-01 08:05:00,2023-10-01 07:27:00,2023-10-01 08:10:00,CST,,925.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-01 06:50:00,2023-10-01 06:49:00,2023-10-01 06:55:00,CST,,926.0,1.0,-
SABINE (TOW 2012),1236712,U,2,2023-10-01 06:13:00,2023-10-01 04:37:00,2023-10-01 06:48:00,CST,,927.0,96.0,-
THERESA B (TOW),561744,D,0,2023-10-01 06:09:00,2023-10-01 06:04:00,2023-10-01 06:13:00,CST,,928.0,0.0,-
MICHELLE GOLDING,1258033,U,2,2023-10-01 05:10:00,2023-10-01 03:50:00,2023-10-01 06:09:00,CST,,929.0,80.0,-
HOWARD BLANK (TOW 86X32),1221426,D,2,2023-10-01 04:45:00,2023-10-01 03:48:00,2023-10-01 05:10:00,CST,,930.0,57.0,-
RESPONDER,543900,D,2,2023-10-01 03:31:00,2023-10-01 03:30:00,2023-10-01 04:40:00,CST,,931.0,1.0,-
DANIEL WISNER (85X30),1301802,U,2,2023-10-01 02:46:00,2023-10-01 02:45:00,2023-10-01 03:20:00,CST,,932.0,1.0,-
DRUE ARAMISE,1307051,D,3,2023-10-01 00:45:00,2023-10-01 00:40:00,2023-10-01 01:40:00,CST,,933.0,5.0,-
LUCY MAY,614508,U,3,2023-10-01 00:40:00,2023-09-30 23:35:00,2023-10-01 00:45:00,CST,,934.0,0.0,-
THERESA B (TOW),561744,D,0,2023-09-30 23:45:00,2023-09-30 23:44:00,2023-09-30 23:55:00,CST,,935.0,1.0,-
LAKE BORGNE,1243596,U,2,2023-09-30 22:10:00,2023-09-30 21:46:00,2023-09-30 22:35:00,CST,,936.0,24.0,-
RICHARD B(55X22),5681300,D,0,2023-09-30 21:56:00,2023-09-30 21:55:00,2023-09-30 22:10:00,CST,,937.0,1.0,-
JAIME DEVALL (TOW),612327,U,2,2023-09-30 19:25:00,2023-09-30 18:40:00,2023-09-30 19:55:00,CST,,938.0,45.0,-
FRANK GOLEMI (TOW),1251200,U,3,2023-09-30 18:55:00,2023-09-30 17:49:00,2023-09-30 19:20:00,CST,,939.0,66.0,-
THERESA B (TOW),561744,D,0,2023-09-30 18:50:00,2023-09-30 18:28:00,2023-09-30 18:55:00,CST,,940.0,22.0,-
BORN AGAIN (TOW),562776,U,4,2023-09-30 18:45:00,2023-09-30 16:18:00,2023-09-30 18:50:00,CST,,941.0,0.0,-
RICHARD B(55X22),5681300,D,0,2023-09-30 18:00:00,2023-09-30 17:53:00,2023-09-30 18:15:00,CST,,942.0,7.0,-
RIO GRANDE,1248275,U,1,2023-09-30 17:45:00,2023-09-30 16:11:00,2023-09-30 18:00:00,CST,,943.0,94.0,-
RANDY ECKSTEIN (TOW),1164181,U,3,2023-09-30 17:35:00,2023-09-30 16:02:00,2023-09-30 17:40:00,CST,,944.0,0.0,-
THERESA B (TOW),561744,D,0,2023-09-30 16:41:00,2023-09-30 16:40:00,2023-09-30 16:50:00,CST,,945.0,1.0,-
THERESA B (TOW),561744,D,0,2023-09-30 16:13:00,2023-09-30 16:12:00,2023-09-30 16:20:00,CST,,946.0,1.0,-
EUGENIE J HUGER (TOW 2012) ,1242009,D,3,,2023-10-14 01:52:00,,CST,,947.0,465.0,5
JAMES S DAVISON (TOW 86X32) ,1211188,D,2,,2023-10-14 00:48:00,,CST,,948.0,529.0,3
JERRY DOG MCLAIN ,1233239,D,2,2023-10-14 05:25:00,2023-10-13 18:03:00,2023-10-14 05:50:00,CST,,949.0,682.0,-
MIKE BECHTOLD ,586008,D,3,2023-10-13 21:10:00,2023-10-13 10:58:00,2023-10-13 21:30:00,CST,,950.0,0.0,-
MISS CATHERINE ,1301428,D,2,2023-10-19 19:40:00,2023-10-19 14:37:00,2023-10-19 20:05:00,CST,,951.0,303.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-10-01 14:01:00,2023-10-01 14:00:00,2023-10-01 14:05:00,CST,,952.0,1.0,-
JAMES S DAVISON (TOW 86X32),1211188,U,2,2023-10-01 12:29:00,2023-10-01 12:28:00,2023-10-01 13:02:00,CST,,953.0,1.0,-
TIM SCOTT,1253090,D,2,2023-09-26 03:31:00,2023-09-26 03:30:00,2023-09-26 04:00:00,CST,,954.0,1.0,-
EDWARD JONES JR (TOW 2011),1236733,U,2,2023-09-26 02:41:00,2023-09-26 02:40:00,2023-09-26 03:10:00,CST,,955.0,1.0,-
LIV (TOW 2015) 72X30,1261486,D,2,2023-09-26 01:21:00,2023-09-26 01:20:00,2023-09-26 01:55:00,CST,,956.0,1.0,-
CROCKETT,1292803,D,2,2023-09-25 21:50:00,2023-09-25 21:15:00,2023-09-25 22:30:00,CST,,957.0,35.0,-
HONDO (TOW95X35),1217767,D,2,2023-09-25 21:11:00,2023-09-25 21:10:00,2023-09-25 21:45:00,CST,,958.0,1.0,-
THERESA B (TOW),561744,U,0,2023-09-25 20:34:00,2023-09-25 20:33:00,2023-09-25 20:40:00,CST,,959.0,1.0,-
MON TA (TOW 70X24) 2012,1237633,D,3,2023-09-25 19:55:00,2023-09-25 16:05:00,2023-09-25 20:00:00,CST,,960.0,0.0,-
RELENTLESS,631130,D,3,2023-09-25 19:15:00,2023-09-25 17:25:00,2023-09-25 19:40:00,CST,,961.0,110.0,-
CALIFORNIA CHROME (TOW 2019),1292966,U,4,2023-09-25 19:10:00,2023-09-25 15:34:00,2023-09-25 19:15:00,CST,,962.0,0.0,-
CSS SHENANDOAH (TOW 2019),1300154,D,2,2023-09-25 18:40:00,2023-09-25 14:51:00,2023-09-25 18:45:00,CST,,963.0,229.0,-
RANDY ECKSTEIN (TOW 153X45),539889,D,3,2023-09-25 18:30:00,2023-09-25 14:50:00,2023-09-25 18:35:00,CST,,964.0,0.0,-
ENDURANCE (TOW 2011)81X30,1232349,D,2,2023-09-25 16:15:00,2023-09-25 11:54:00,2023-09-25 16:30:00,CST,,965.0,261.0,-
PARKER JAMES (TOW 72' X 30'),1276020,D,3,2023-09-25 15:15:00,2023-09-25 09:36:00,2023-09-25 16:10:00,CST,,966.0,339.0,-
DUKE,1247420,U,3,2023-09-25 14:37:00,2023-09-25 09:35:00,2023-09-25 15:15:00,CST,,967.0,302.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-09-25 13:53:00,2023-09-25 13:48:00,2023-09-25 14:00:00,CST,,968.0,5.0,-
RICHARD B(TOW) 55X22,568300,D,0,2023-09-25 13:07:00,2023-09-25 13:02:00,2023-09-25 13:20:00,CST,,969.0,0.0,-
NOAH P HAYS (TOW),684666,U,0,2023-09-25 12:56:00,2023-09-25 12:55:00,2023-09-25 13:07:00,CST,,970.0,1.0,-
CROSBY TIDE ,1078379,D,1,2023-10-15 17:40:00,2023-10-15 15:35:00,2023-10-15 17:45:00,CST,,971.0,125.0,-
SCOTT CAMP (TOW 2010) 86X32,1224777,U,2,2023-10-15 09:48:00,2023-10-15 09:47:00,2023-10-15 10:25:00,CST,,972.0,1.0,-
GEORGE ALLEN ,1236451,U,2,2023-10-15 03:23:00,2023-10-14 22:30:00,2023-10-15 03:50:00,CST,,973.0,293.0,-
