VESSEL_NAME,VESSEL_NO,DIRECTION,NUM_BARGES,ARRIVAL_DATE,TIMEZONE,MMSI,SOL_DATE,END_OF_LOCKAGE,Unnamed: 0,DELAY_MINS,SEQ_NO
CALIFORNIA CHROME (TOW 2019),1292966,D,6,10/26/23 07:45,CST,368213090.0,,,,,
SPINDLETOP (TOW 2011),1233372,U,2,10/26/23 07:40,CST,367496980.0,,,,,
RESPONDER,0543900,U,6,10/26/23 07:28,CST,368286840.0,,,,,
JADEN PASENTINE,1296289,D,2,10/26/23 07:14,CST,368113380.0,,,,,
HUD JOSEPH (TOW 60X24 ),0642513,U,1,10/26/23 06:35,CST,367378170.0,10/26/23 07:41,10/26/23 08:18,,,
SANDRA LEE,1259133,U,3,10/26/23 06:35,CST,367663440.0,,,,,
HOLY ROSARY (TOW 74X30),1217490,D,6,10/26/23 06:14,CST,367389530.0,,,,,
CAPT PIC NAQUIN (TOW 2011),1230958,U,2,10/26/23 06:10,CST,367477560.0,,,,,
STEVE RICHOUX (TOW),0568988,U,6,10/26/23 05:41,CST,366998110.0,,,,,
SAN ANTONIO (TOW 2011),1236027,D,2,10/26/23 05:33,CST,367507730.0,,,,,
SAFETY PRIDE(70X24),1195365,D,1,10/26/23 04:48,CST,367702480.0,10/26/23 08:42,10/26/23 09:45,,,
SETH D (TOW 1981) 61X26,0634990,D,3,10/26/23 04:38,CST,367448060.0,,,,,
GEORGE W BANTA (TOW),0266928,D,5,10/26/23 04:32,CST,367114050.0,,,,,
GEORGE ROWE (TOW),0912893,U,4,10/26/23 04:08,CST,367014380.0,10/26/23 05:20,10/26/23 06:00,,,
CAPTAIN ROY DANIELS,1316301,D,1,10/26/23 04:04,CST,368252420.0,10/26/23 08:37,10/26/23 09:35,,,
CECIL V.NEAL (TOW 2015) 78X34,1262642,D,2,10/26/23 01:19,CST,367693160.0,,,,,
JACKIE GONSOULIN ( TOW ),1194711,D,2,10/26/23 00:37,CST,367332930.0,,,,,
JUDY S FRIED (TOW),1165345,U,2,10/25/23 23:19,CST,366997220.0,10/26/23 05:00,10/26/23 05:55,,,
MIKE BECHTOLD ,0586008,U,6,10/25/23 20:44,CST,368093120.0,10/25/23 22:05,10/25/23 22:40,,,
JACKSON MCKINNEY (TOW 1981) ,0630902,U,1,10/25/23 19:51,CST,367587010.0,10/25/23 20:10,10/25/23 20:55,,,
RICHARD DRAKE,1264995,U,2,10/25/23 18:36,CST,367703080.0,10/26/23 03:50,10/26/23 04:25,,,
DISCOVERY ,1225821,D,2,10/25/23 17:48,CST,367443840.0,,,,,
ADDISON FAITH,1308502,D,1,10/25/23 17:20,CST,368177590.0,10/26/23 06:07,10/26/23 07:25,,,
RAY S (TOW 2017),1282990,D,2,10/25/23 15:17,CST,368019060.0,,,,,
CAPT J A MORGAN (TOW),1186680,D,2,10/25/23 14:26,CST,367118980.0,,,,,
STEVE ALLEY,1322117,U,6,10/25/23 12:11,CST,368273690.0,,,,,
SAFETY PRIDE(70X24),1195365,U,1,10/25/23 11:18,CST,367702480.0,10/25/23 13:54,10/25/23 14:25,,,
GOSPEL LIGHT (TOW),0570130,D,6,10/25/23 10:46,CST,367637070.0,,,,,
CHARLIE C (TOW),0544273,U,6,10/25/23 07:45,CST,366961220.0,10/26/23 02:50,10/26/23 03:25,,,
SAFETY PRIDE(70X24),1195365,D,1,10/25/23 06:47,CST,367702480.0,10/25/23 09:03,10/25/23 10:05,,,
JACKSON MCKINNEY (TOW 1981) ,0630902,U,1,10/25/23 06:42,CST,367587010.0,10/25/23 10:11,10/25/23 11:00,,,
CAPT ANDY LAKE (TOW),1239502,U,2,10/25/23 06:32,CST,367539810.0,10/26/23 01:35,10/26/23 02:30,,,
CITATION (TOW),1217083,U,6,10/25/23 06:30,CST,368213040.0,10/26/23 00:40,10/26/23 01:15,,,
CHRISTIE LEE (TOW 2015) 84X32,1259956,U,2,10/25/23 06:11,CST,367677630.0,10/25/23 23:45,10/26/23 00:20,,,
DAVID O (TOW),0637538,U,1,10/25/23 02:40,CST,368267890.0,10/25/23 10:25,10/25/23 11:07,,,
BLESSED TRINITY (TOW),1216547,U,2,10/24/23 23:02,CST,367384020.0,10/25/23 22:55,10/25/23 23:30,,,
SOUTHERN BELLE  (TOW),0516701,D,6,10/24/23 21:49,CST,368115890.0,,,,,
INTRA RECOIL(TOW),0533346,D,2,10/24/23 21:34,CST,368193180.0,10/25/23 18:50,10/25/23 19:40,,,
DRUM BAY,1238759,D,2,10/24/23 21:04,CST,368007120.0,10/26/23 18:05,10/26/23 19:20,,,
CAJUN HUSTLER (TOW),0527969,D,1,10/24/23 20:29,CST,367428170.0,10/25/23 05:25,10/25/23 06:52,,,
INLAND STAR  (TOW),0625678,D,1,10/24/23 17:34,CST,366961230.0,10/25/23 05:00,10/25/23 06:50,,,
JACKSON MCKINNEY (TOW 1981) ,0630902,D,1,10/24/23 16:50,CST,367587010.0,10/25/23 03:55,10/25/23 04:44,,,
JANE MERRICK,1251402,D,3,10/24/23 16:13,CST,367620420.0,10/26/23 16:04,10/26/23 17:10,,,
FORKED ISLAND,1259044,D,2,10/24/23 15:17,CST,367688280.0,10/26/23 15:00,10/26/23 15:45,,,
BOLD VENTURE,1301090,D,1,10/24/23 14:21,CST,368132340.0,10/25/23 03:45,10/25/23 04:41,,,
LILLIANNE D,1301272,D,2,10/24/23 11:36,CST,368145870.0,10/26/23 13:23,10/26/23 14:25,,,
BOO SONIER (TOW 2012),1238039,D,2,10/24/23 11:14,CST,367524420.0,10/26/23 11:25,10/26/23 12:13,,,
AMAZING GRACE (TOW 1958),0277588,D,6,10/24/23 09:12,CST,367731330.0,10/26/23 10:07,10/26/23 11:00,,,
MAC ANDREW MCKINNEY (TOW),1234978,D,6,10/24/23 08:24,CST,367500460.0,10/26/23 08:34,10/26/23 09:30,,,
SETH D (TOW 1981) 61X26,0634990,U,6,10/24/23 07:20,CST,367448060.0,10/25/23 20:20,10/25/23 21:00,,,
GEORGE W BANTA (TOW),0266928,U,5,10/24/23 07:19,CST,367114050.0,10/25/23 21:15,10/25/23 21:50,,,
MARK L DUPLANTIS,1209682,U,3,10/24/23 04:20,CST,367702060.0,10/25/23 07:33,10/25/23 08:39,,,
GOSIER,1242385,U,1,10/23/23 21:30,CST,368110410.0,10/25/23 07:20,10/25/23 08:27,,,
JOHN BOOZMAN (TOW 2011)81X30,1233875,D,2,10/23/23 20:58,CST,367493370.0,10/25/23 19:00,10/25/23 19:50,,,
STEVE ALLEY (TOW 56X22),0506179,D,6,10/23/23 18:41,CST,366989650.0,10/26/23 06:20,10/26/23 07:31,,,
ALLIE BROOKE DEVALL,1214852,D,3,10/23/23 18:17,CST,368259470.0,10/25/23 17:30,10/25/23 18:30,,,
TRUMP IT,0675384,D,6,10/23/23 15:09,CST,367710770.0,10/25/23 16:12,10/25/23 17:04,,,
LADY OF PROMPT SUCCOR (TOW),1155422,D,6,10/23/23 13:00,CST,367311490.0,10/25/23 14:32,10/25/23 15:40,,,
 TOM CORNWELL  ,1307050,D,6,10/23/23 11:09,CST,368208250.0,10/25/23 12:50,10/25/23 13:44,,,
RESOLUTION (TOW),0629784,D,6,10/23/23 09:36,CST,367531790.0,10/25/23 11:15,10/25/23 12:20,,,
AVENGER,1244673,D,2,10/23/23 09:29,CST,367561870.0,10/25/23 08:50,10/25/23 09:58,,,
LESLIE (TOW 73X31),1218576,D,6,10/23/23 04:41,CST,367402820.0,10/25/23 05:41,10/25/23 07:00,,,
CJ STUDDERT,1273720,D,2,10/23/23 02:12,CST,367763490.0,10/25/23 04:02,10/25/23 04:50,,,
LAFITTE,1242386,D,2,10/22/23 23:45,CST,367590270.0,10/24/23 20:35,10/24/23 21:35,,,
RICHARD DRAKE,1264995,D,2,10/22/23 18:34,CST,367703080.0,10/24/23 19:20,10/24/23 20:15,,,
BOBBY JONES (TOW),0502672,D,3,10/22/23 18:23,CST,366919160.0,10/24/23 17:55,10/24/23 19:00,,,
AMMIE  (TOW 2010)95X30,1225687,U,2,10/22/23 18:01,CST,367448570.0,10/25/23 02:20,10/25/23 03:35,,,
GREGORY P FRAZIER (TOW),0552463,D,6,10/22/23 17:44,CST,367019930.0,10/24/23 16:15,10/24/23 17:30,,,
UNCLE NU (TOW),0624234,D,6,10/22/23 17:28,CST,367009460.0,10/24/23 15:05,10/24/23 15:45,,,
JOSSET   (TOW 56X23),1116940,U,4,10/22/23 16:36,CST,366841020.0,10/25/23 01:00,10/25/23 02:10,,,
LUCY MAY,0614508,U,6,10/22/23 16:05,CST,367002580.0,10/24/23 23:19,10/25/23 00:22,,,
VINCENT W. SAPP (TOW),1238918,U,2,10/22/23 15:23,CST,367534260.0,10/24/23 21:48,10/24/23 22:55,,,
MAC ANDREW MCKINNEY (TOW),1234978,U,6,10/22/23 14:45,CST,367500460.0,10/24/23 06:40,10/24/23 07:40,,,
LINDA HUGHES FARLEY,1273622,D,2,10/22/23 13:40,CST,368142010.0,10/24/23 13:53,10/24/23 14:45,,,
MISS CAROLINE (TOW 2014),1250509,D,2,10/22/23 09:13,CST,367610550.0,10/24/23 12:49,10/24/23 13:35,,,
TERRY H,1252433,D,2,10/22/23 04:17,CST,367614880.0,10/24/23 11:41,10/24/23 12:21,,,
JOCK  (TOW 2000)  86X30,1101550,U,2,10/21/23 23:17,CST,367003460.0,10/24/23 02:30,10/24/23 04:02,,,
GOSPEL LIGHT (TOW),0570130,U,6,10/21/23 22:25,CST,367637070.0,10/24/23 01:00,10/24/23 02:08,,,
SCF CONTAINER EXPRESS ,1250819,U,9,10/21/23 20:39,CST,368119090.0,10/24/23 05:15,10/24/23 06:14,,,
SPINDLETOP (TOW 2011),1233372,D,2,10/21/23 19:25,CST,367496980.0,10/24/23 08:05,10/24/23 09:09,,,
ANITA EVE SHARP  (TOW 1985),0680357,D,6,10/21/23 14:37,CST,367057930.0,10/24/23 10:17,10/24/23 11:18,,,
SOUTHERN BELLE  (TOW),0516701,U,6,10/21/23 13:32,CST,368115890.0,10/24/23 09:20,10/24/23 10:04,,,
EVERARD DUPRE,1269035,D,2,10/21/23 13:20,CST,368097780.0,10/24/23 04:08,10/24/23 05:04,,,
CAJUN HUSTLER (TOW),527969,U,1,10/26/23 19:27,CST,367428170.0,,,0.0,,
COTTLE (TOW 2019) 85X32,1291739,D,3,10/26/23 18:34,CST,368072040.0,,,1.0,,
INDEPENDENCE,586238,D,6,10/26/23 17:35,CST,368077830.0,,,2.0,,
INLAND STAR  (TOW),625678,D,2,10/26/23 17:21,CST,366961230.0,10/26/23 17:55,10/26/23 19:10,3.0,,
CROSBY EXPRESS (TOW),1082131,U,1,10/26/23 14:48,CST,366769330.0,,,4.0,,
JANIS ELIZABETH (TOW) 72X32,1292294,D,2,10/26/23 12:55,CST,368077290.0,,,5.0,,
CAPTAIN ROY DANIELS,1316301,U,1,10/26/23 11:49,CST,368252420.0,10/26/23 12:31,10/26/23 13:10,6.0,,
SAFETY PRIDE(70X24),1195365,U,1,10/26/23 11:24,CST,367702480.0,10/26/23 12:21,10/26/23 13:04,7.0,,
CITATION (TOW),1217083,D,6,10/26/23 11:03,CST,368213040.0,,,8.0,,
ST CHARLES (TOW)76X35,1230767,U,2,10/26/23 10:41,CST,367473550.0,,,9.0,,
JEFF KINDL (TOW 2016) 86X35,1266571,U,8,10/26/23 09:27,CST,367711840.0,,,10.0,,
NICEVILLE (TOW 76X35 2009),1221092,D,2,10/26/23 08:00,CST,367417570.0,,,11.0,,
CALIFORNIA CHROME (TOW 2019),1292966,D,6,10/26/23 07:45,CST,368213090.0,,,12.0,,
SPINDLETOP (TOW 2011),1233372,U,2,10/26/23 07:40,CST,367496980.0,,,13.0,,
RESPONDER,543900,U,6,10/26/23 07:28,CST,368286840.0,,,14.0,,
JADEN PASENTINE,1296289,D,2,10/26/23 07:14,CST,368113380.0,,,15.0,,
HUD JOSEPH (TOW 60X24 ),642513,U,1,10/26/23 06:35,CST,367378170.0,10/26/23 07:41,10/26/23 08:18,16.0,,
SANDRA LEE,1259133,U,3,10/26/23 06:35,CST,367663440.0,,,17.0,,
HOLY ROSARY (TOW 74X30),1217490,D,6,10/26/23 06:14,CST,367389530.0,,,18.0,,
CAPT PIC NAQUIN (TOW 2011),1230958,U,2,10/26/23 06:10,CST,367477560.0,,,19.0,,
STEVE RICHOUX (TOW),568988,U,6,10/26/23 05:41,CST,366998110.0,,,20.0,,
SAN ANTONIO (TOW 2011),1236027,D,2,10/26/23 05:33,CST,367507730.0,,,21.0,,
SAFETY PRIDE(70X24),1195365,D,1,10/26/23 04:48,CST,367702480.0,10/26/23 08:42,10/26/23 09:45,22.0,,
SETH D (TOW 1981) 61X26,634990,D,3,10/26/23 04:38,CST,367448060.0,,,23.0,,
GEORGE W BANTA (TOW),266928,D,5,10/26/23 04:32,CST,367114050.0,,,24.0,,
GEORGE ROWE (TOW),912893,U,4,10/26/23 04:08,CST,367014380.0,10/26/23 05:20,10/26/23 06:00,25.0,,
CAPTAIN ROY DANIELS,1316301,D,1,10/26/23 04:04,CST,368252420.0,10/26/23 08:37,10/26/23 09:35,26.0,,
CECIL V.NEAL (TOW 2015) 78X34,1262642,D,2,10/26/23 01:19,CST,367693160.0,,,27.0,,
JACKIE GONSOULIN ( TOW ),1194711,D,2,10/26/23 00:37,CST,367332930.0,,,28.0,,
JUDY S FRIED (TOW),1165345,U,2,10/25/23 23:19,CST,366997220.0,10/26/23 05:00,10/26/23 05:55,29.0,,
MIKE BECHTOLD ,586008,U,6,10/25/23 20:44,CST,368093120.0,10/25/23 22:05,10/25/23 22:40,30.0,,
JACKSON MCKINNEY (TOW 1981) ,630902,U,1,10/25/23 19:51,CST,367587010.0,10/25/23 20:10,10/25/23 20:55,31.0,,
RICHARD DRAKE,1264995,U,2,10/25/23 18:36,CST,367703080.0,10/26/23 03:50,10/26/23 04:25,32.0,,
DISCOVERY ,1225821,D,2,10/25/23 17:48,CST,367443840.0,,,33.0,,
ADDISON FAITH,1308502,D,1,10/25/23 17:20,CST,368177590.0,10/26/23 06:07,10/26/23 07:25,34.0,,
RAY S (TOW 2017),1282990,D,2,10/25/23 15:17,CST,368019060.0,,,35.0,,
CAPT J A MORGAN (TOW),1186680,D,2,10/25/23 14:26,CST,367118980.0,,,36.0,,
STEVE ALLEY,1322117,U,6,10/25/23 12:11,CST,368273690.0,,,37.0,,
SAFETY PRIDE(70X24),1195365,U,1,10/25/23 11:18,CST,367702480.0,10/25/23 13:54,10/25/23 14:25,38.0,,
GOSPEL LIGHT (TOW),570130,D,6,10/25/23 10:46,CST,367637070.0,,,39.0,,
CHARLIE C (TOW),544273,U,6,10/25/23 07:45,CST,366961220.0,10/26/23 02:50,10/26/23 03:25,40.0,,
SAFETY PRIDE(70X24),1195365,D,1,10/25/23 06:47,CST,367702480.0,10/25/23 09:03,10/25/23 10:05,41.0,,
JACKSON MCKINNEY (TOW 1981) ,630902,U,1,10/25/23 06:42,CST,367587010.0,10/25/23 10:11,10/25/23 11:00,42.0,,
CAPT ANDY LAKE (TOW),1239502,U,2,10/25/23 06:32,CST,367539810.0,10/26/23 01:35,10/26/23 02:30,43.0,,
CITATION (TOW),1217083,U,6,10/25/23 06:30,CST,368213040.0,10/26/23 00:40,10/26/23 01:15,44.0,,
CHRISTIE LEE (TOW 2015) 84X32,1259956,U,2,10/25/23 06:11,CST,367677630.0,10/25/23 23:45,10/26/23 00:20,45.0,,
DAVID O (TOW),637538,U,1,10/25/23 02:40,CST,368267890.0,10/25/23 10:25,10/25/23 11:07,46.0,,
BLESSED TRINITY (TOW),1216547,U,2,10/24/23 23:02,CST,367384020.0,10/25/23 22:55,10/25/23 23:30,47.0,,
SOUTHERN BELLE  (TOW),516701,D,6,10/24/23 21:49,CST,368115890.0,,,48.0,,
INTRA RECOIL(TOW),533346,D,2,10/24/23 21:34,CST,368193180.0,10/25/23 18:50,10/25/23 19:40,49.0,,
DRUM BAY,1238759,D,2,10/24/23 21:04,CST,368007120.0,10/26/23 18:05,10/26/23 19:20,50.0,,
CAJUN HUSTLER (TOW),527969,D,1,10/24/23 20:29,CST,367428170.0,10/25/23 05:25,10/25/23 06:52,51.0,,
INLAND STAR  (TOW),625678,D,1,10/24/23 17:34,CST,366961230.0,10/25/23 05:00,10/25/23 06:50,52.0,,
JACKSON MCKINNEY (TOW 1981) ,630902,D,1,10/24/23 16:50,CST,367587010.0,10/25/23 03:55,10/25/23 04:44,53.0,,
JANE MERRICK,1251402,D,3,10/24/23 16:13,CST,367620420.0,10/26/23 16:04,10/26/23 17:10,54.0,,
FORKED ISLAND,1259044,D,2,10/24/23 15:17,CST,367688280.0,10/26/23 15:00,10/26/23 15:45,55.0,,
BOLD VENTURE,1301090,D,1,10/24/23 14:21,CST,368132340.0,10/25/23 03:45,10/25/23 04:41,56.0,,
LILLIANNE D,1301272,D,2,10/24/23 11:36,CST,368145870.0,10/26/23 13:23,10/26/23 14:25,57.0,,
BOO SONIER (TOW 2012),1238039,D,2,10/24/23 11:14,CST,367524420.0,10/26/23 11:25,10/26/23 12:13,58.0,,
AMAZING GRACE (TOW 1958),277588,D,6,10/24/23 09:12,CST,367731330.0,10/26/23 10:07,10/26/23 11:00,59.0,,
MAC ANDREW MCKINNEY (TOW),1234978,D,6,10/24/23 08:24,CST,367500460.0,10/26/23 08:34,10/26/23 09:30,60.0,,
SETH D (TOW 1981) 61X26,634990,U,6,10/24/23 07:20,CST,367448060.0,10/25/23 20:20,10/25/23 21:00,61.0,,
GEORGE W BANTA (TOW),266928,U,5,10/24/23 07:19,CST,367114050.0,10/25/23 21:15,10/25/23 21:50,62.0,,
MARK L DUPLANTIS,1209682,U,3,10/24/23 04:20,CST,367702060.0,10/25/23 07:33,10/25/23 08:39,63.0,,
GOSIER,1242385,U,1,10/23/23 21:30,CST,368110410.0,10/25/23 07:20,10/25/23 08:27,64.0,,
JOHN BOOZMAN (TOW 2011)81X30,1233875,D,2,10/23/23 20:58,CST,367493370.0,10/25/23 19:00,10/25/23 19:50,65.0,,
STEVE ALLEY (TOW 56X22),506179,D,6,10/23/23 18:41,CST,366989650.0,10/26/23 06:20,10/26/23 07:31,66.0,,
ALLIE BROOKE DEVALL,1214852,D,3,10/23/23 18:17,CST,368259470.0,10/25/23 17:30,10/25/23 18:30,67.0,,
TRUMP IT,675384,D,6,10/23/23 15:09,CST,367710770.0,10/25/23 16:12,10/25/23 17:04,68.0,,
LADY OF PROMPT SUCCOR (TOW),1155422,D,6,10/23/23 13:00,CST,367311490.0,10/25/23 14:32,10/25/23 15:40,69.0,,
 TOM CORNWELL  ,1307050,D,6,10/23/23 11:09,CST,368208250.0,10/25/23 12:50,10/25/23 13:44,70.0,,
RESOLUTION (TOW),629784,D,6,10/23/23 09:36,CST,367531790.0,10/25/23 11:15,10/25/23 12:20,71.0,,
AVENGER,1244673,D,2,10/23/23 09:29,CST,367561870.0,10/25/23 08:50,10/25/23 09:58,72.0,,
LESLIE (TOW 73X31),1218576,D,6,10/23/23 04:41,CST,367402820.0,10/25/23 05:41,10/25/23 07:00,73.0,,
CJ STUDDERT,1273720,D,2,10/23/23 02:12,CST,367763490.0,10/25/23 04:02,10/25/23 04:50,74.0,,
LAFITTE,1242386,D,2,10/22/23 23:45,CST,367590270.0,10/24/23 20:35,10/24/23 21:35,75.0,,
RICHARD DRAKE,1264995,D,2,10/22/23 18:34,CST,367703080.0,10/24/23 19:20,10/24/23 20:15,76.0,,
BOBBY JONES (TOW),502672,D,3,10/22/23 18:23,CST,366919160.0,10/24/23 17:55,10/24/23 19:00,77.0,,
AMMIE  (TOW 2010)95X30,1225687,U,2,10/22/23 18:01,CST,367448570.0,10/25/23 02:20,10/25/23 03:35,78.0,,
GREGORY P FRAZIER (TOW),552463,D,6,10/22/23 17:44,CST,367019930.0,10/24/23 16:15,10/24/23 17:30,79.0,,
UNCLE NU (TOW),624234,D,6,10/22/23 17:28,CST,367009460.0,10/24/23 15:05,10/24/23 15:45,80.0,,
JOSSET   (TOW 56X23),1116940,U,4,10/22/23 16:36,CST,366841020.0,10/25/23 01:00,10/25/23 02:10,81.0,,
LUCY MAY,614508,U,6,10/22/23 16:05,CST,367002580.0,10/24/23 23:19,10/25/23 00:22,82.0,,
VINCENT W. SAPP (TOW),1238918,U,2,10/22/23 15:23,CST,367534260.0,10/24/23 21:48,10/24/23 22:55,83.0,,
MAC ANDREW MCKINNEY (TOW),1234978,U,6,10/22/23 14:45,CST,367500460.0,10/24/23 06:40,10/24/23 07:40,84.0,,
LINDA HUGHES FARLEY,1273622,D,2,10/22/23 13:40,CST,368142010.0,10/24/23 13:53,10/24/23 14:45,85.0,,
MISS CAROLINE (TOW 2014),1250509,D,2,10/22/23 09:13,CST,367610550.0,10/24/23 12:49,10/24/23 13:35,86.0,,
TERRY H,1252433,D,2,10/22/23 04:17,CST,367614880.0,10/24/23 11:41,10/24/23 12:21,87.0,,
JOCK  (TOW 2000)  86X30,1101550,U,2,10/21/23 23:17,CST,367003460.0,10/24/23 02:30,10/24/23 04:02,88.0,,
GOSPEL LIGHT (TOW),570130,U,6,10/21/23 22:25,CST,367637070.0,10/24/23 01:00,10/24/23 02:08,89.0,,
SCF CONTAINER EXPRESS ,1250819,U,9,10/21/23 20:39,CST,368119090.0,10/24/23 05:15,10/24/23 06:14,90.0,,
SPINDLETOP (TOW 2011),1233372,D,2,10/21/23 19:25,CST,367496980.0,10/24/23 08:05,10/24/23 09:09,91.0,,
ANITA EVE SHARP  (TOW 1985),680357,D,6,10/21/23 14:37,CST,367057930.0,10/24/23 10:17,10/24/23 11:18,92.0,,
SOUTHERN BELLE  (TOW),516701,U,6,10/21/23 13:32,CST,368115890.0,10/24/23 09:20,10/24/23 10:04,93.0,,
EVERARD DUPRE,1269035,D,2,10/21/23 13:20,CST,368097780.0,10/24/23 04:08,10/24/23 05:04,94.0,,
CAJUN HUSTLER (TOW),0527969,U,0,2023-10-25 07:10:00,CST,,,,95.0,27.0,0L
SAFETY PRIDE(70X24),1195365,D,1,2023-10-25 06:47:00,CST,,,,96.0,50.0,1B
JACKSON MCKINNEY (TOW 1981) ,0630902,U,1,2023-10-25 06:42:00,CST,,,,97.0,55.0,SB
COE LAFOURCHE (FED GOV),LAFOURC,U,0,2023-10-25 06:33:00,CST,,,,98.0,64.0,0L
CAPT ANDY LAKE (TOW),1239502,U,2,2023-10-25 06:32:00,CST,,,,99.0,65.0,5
CITATION (TOW),1217083,U,6,2023-10-25 06:30:00,CST,,,,100.0,67.0,5
CHRISTIE LEE (TOW 2015) 84X32,1259956,U,2,2023-10-25 06:11:00,CST,,,,101.0,86.0,4
HOUSTON FORET (TOW 1981) 57X24,0633661,D,1,2023-10-25 04:45:00,CST,,,,102.0,172.0,18
DAVID O (TOW),0637538,U,1,2023-10-25 02:40:00,CST,,,,103.0,297.0,SB
SOUTHERN BELLE  (TOW),0516701,D,6,2023-10-24 21:49:00,CST,,,,104.0,588.0,17
INTRA RECOIL(TOW),0533346,D,2,2023-10-24 21:34:00,CST,,,,105.0,603.0,16
DRUM BAY,1238759,D,2,2023-10-24 21:04:00,CST,,,,106.0,633.0,15
JANE MERRICK,1251402,D,3,2023-10-24 16:13:00,CST,,,,107.0,924.0,14
FORKED ISLAND,1259044,D,2,2023-10-24 15:17:00,CST,,,,108.0,980.0,13
LILLIANNE D,1301272,D,2,2023-10-24 11:36:00,CST,,,,109.0,1201.0,12
BOO SONIER (TOW 2012),1238039,D,2,2023-10-24 11:14:00,CST,,,,110.0,1223.0,11
AMAZING GRACE (TOW 1958),0277588,D,6,2023-10-24 09:12:00,CST,,,,111.0,1345.0,10
MAC ANDREW MCKINNEY (TOW),1234978,D,6,2023-10-24 08:24:00,CST,,,,112.0,1393.0,6
BLESSED TRINITY (TOW),1216547,U,0,2023-10-24 07:29:00,CST,,,,113.0,1448.0,3
SETH D (TOW 1981) 61X26,0634990,U,6,2023-10-24 07:20:00,CST,,,,114.0,1457.0,1
GEORGE W BANTA (TOW),0266928,U,5,2023-10-24 07:19:00,CST,,,,115.0,1458.0,2
MARK L DUPLANTIS,1209682,U,3,2023-10-24 04:20:00,CST,,,,116.0,1637.0,0B
GOSIER,1242385,U,1,2023-10-23 21:30:00,CST,,,,117.0,2047.0,0A
JOHN BOOZMAN (TOW 2011)81X30,1233875,D,2,2023-10-23 20:58:00,CST,,,,118.0,2079.0,9
STEVE ALLEY (TOW 56X22),0506179,D,6,2023-10-23 18:41:00,CST,,,,119.0,2216.0,8
ALLIE BROOKE DEVALL,1214852,D,3,2023-10-23 18:17:00,CST,,,,120.0,2240.0,7
TRUMP IT,0675384,D,6,2023-10-23 15:09:00,CST,,,,121.0,2428.0,5E
LADY OF PROMPT SUCCOR (TOW),1155422,D,6,2023-10-23 13:00:00,CST,,,,122.0,2557.0,4
 TOM CORNWELL  ,1307050,D,6,2023-10-23 11:09:00,CST,,,,123.0,2668.0,3
RESOLUTION (TOW),0629784,D,6,2023-10-23 09:36:00,CST,,,,124.0,2761.0,2
AVENGER,1244673,D,2,2023-10-23 09:29:00,CST,,,,125.0,2768.0,1A
LESLIE (TOW 73X31),1218576,D,6,2023-10-23 04:41:00,CST,,2023-10-25 05:41:00,2023-10-25 07:00:00,126.0,2940.0,-
CAJUN HUSTLER (TOW),0527969,D,1,2023-10-24 20:29:00,CST,,2023-10-25 05:25:00,2023-10-25 06:52:00,127.0,536.0,-
INLAND STAR  (TOW),0625678,D,1,2023-10-24 17:34:00,CST,,2023-10-25 05:00:00,2023-10-25 06:50:00,128.0,686.0,-
CJ STUDDERT,1273720,D,2,2023-10-23 02:12:00,CST,,2023-10-25 04:02:00,2023-10-25 04:50:00,129.0,2990.0,-
JACKSON MCKINNEY (TOW 1981) ,0630902,D,1,2023-10-24 16:50:00,CST,,2023-10-25 03:55:00,2023-10-25 04:44:00,130.0,665.0,-
BOLD VENTURE,1301090,D,1,2023-10-24 14:21:00,CST,,2023-10-25 03:45:00,2023-10-25 04:41:00,131.0,804.0,-
AMMIE  (TOW 2010)95X30,1225687,U,2,2023-10-22 18:01:00,CST,,2023-10-25 02:20:00,2023-10-25 03:35:00,132.0,3379.0,-
JOSSET   (TOW 56X23),1116940,U,4,2023-10-22 16:36:00,CST,,2023-10-25 01:00:00,2023-10-25 02:10:00,133.0,3384.0,-
LUCY MAY,0614508,U,6,2023-10-22 16:05:00,CST,,2023-10-24 23:19:00,2023-10-25 00:22:00,134.0,3314.0,-
VINCENT W. SAPP (TOW),1238918,U,2,2023-10-22 15:23:00,CST,,2023-10-24 21:48:00,2023-10-24 22:55:00,135.0,3265.0,-
LAFITTE,1242386,D,2,2023-10-22 23:45:00,CST,,2023-10-24 20:35:00,2023-10-24 21:35:00,136.0,2690.0,-
RICHARD DRAKE,1264995,D,2,2023-10-22 18:34:00,CST,,2023-10-24 19:20:00,2023-10-24 20:15:00,137.0,2926.0,-
BOBBY JONES (TOW),0502672,D,3,2023-10-22 18:23:00,CST,,2023-10-24 17:55:00,2023-10-24 19:00:00,138.0,2852.0,-
GREGORY P FRAZIER (TOW),0552463,D,6,2023-10-22 17:44:00,CST,,2023-10-24 16:15:00,2023-10-24 17:30:00,139.0,2791.0,-
UNCLE NU (TOW),0624234,D,6,2023-10-22 17:28:00,CST,,2023-10-24 15:05:00,2023-10-24 15:45:00,140.0,2737.0,-
LINDA HUGHES FARLEY,1273622,D,2,2023-10-22 13:40:00,CST,,2023-10-24 13:53:00,2023-10-24 14:45:00,141.0,2893.0,-
MISS CAROLINE (TOW 2014),1250509,D,2,2023-10-22 09:13:00,CST,,2023-10-24 12:49:00,2023-10-24 13:35:00,142.0,3096.0,-
TERRY H,1252433,D,2,2023-10-22 04:17:00,CST,,2023-10-24 11:41:00,2023-10-24 12:21:00,143.0,3324.0,-
