VESSEL_NAME,VESSEL_NO,DIRECTION,NUM_BARGES,ARRIVAL_DATE,TIMEZONE,MMSI,SOL_DATE,END_OF_LOCKAGE,Unnamed: 0,DELAY_MINS,SEQ_NO
ANITA EVE SHARP  (TOW 1985),0680357,D,6,2023-10-21 14:37:00,CST,,2023-10-24 10:17:00,2023-10-24 11:18:00,144.0,4060.0,-
SOUTHERN BELLE  (TOW),0516701,U,6,2023-10-21 13:32:00,CST,,2023-10-24 09:20:00,2023-10-24 10:04:00,145.0,4068.0,-
SPINDLETOP (TOW 2011),1233372,D,2,2023-10-21 19:25:00,CST,,2023-10-24 08:05:00,2023-10-24 09:09:00,146.0,3640.0,-
MAC ANDREW MCKINNEY (TOW),1234978,U,6,2023-10-22 14:45:00,CST,,2023-10-24 06:40:00,2023-10-24 07:40:00,147.0,2395.0,-
SCF CONTAINER EXPRESS ,1250819,U,9,2023-10-21 20:39:00,CST,,2023-10-24 05:15:00,2023-10-24 06:14:00,148.0,3396.0,-
EVERARD DUPRE,1269035,D,2,2023-10-21 13:20:00,CST,,2023-10-24 04:08:00,2023-10-24 05:04:00,149.0,3768.0,-
JOCK  (TOW 2000)  86X30,1101550,U,2,2023-10-21 23:17:00,CST,,2023-10-24 02:30:00,2023-10-24 04:02:00,150.0,3073.0,-
GOSPEL LIGHT (TOW),0570130,U,6,2023-10-21 22:25:00,CST,,2023-10-24 01:00:00,2023-10-24 02:08:00,151.0,3035.0,-
WAYNE BETHEL (TOW 2015) 84X32,1260560,U,2,2023-10-21 18:59:00,CST,,2023-10-23 23:30:00,2023-10-24 00:26:00,152.0,3151.0,-
ASHLEY (TOW),0508924,U,1,2023-10-23 22:04:00,CST,,2023-10-23 23:15:00,2023-10-24 00:20:00,153.0,71.0,-
DODSON THORNTON,0266269,D,6,2023-10-21 09:15:00,CST,,2023-10-23 22:01:00,2023-10-23 23:09:00,154.0,3646.0,-
JACKSON MCKINNEY (TOW 1981) ,0630902,D,1,2023-10-23 17:41:00,CST,,2023-10-23 21:51:00,2023-10-23 22:59:00,155.0,250.0,-
AMAZING GRACE (TOW 1958),0277588,U,0,2023-10-23 21:09:00,CST,,2023-10-23 21:26:00,2023-10-23 21:50:00,156.0,17.0,-
HARRISON,1214850,D,2,2023-10-21 05:49:00,CST,,2023-10-23 20:17:00,2023-10-23 21:25:00,157.0,3748.0,-
ASHLEY (TOW),0508924,D,1,2023-10-23 16:36:00,CST,,2023-10-23 20:10:00,2023-10-23 21:15:00,158.0,214.0,-
INDEPENDENCE,0586238,U,6,2023-10-21 03:49:00,CST,,2023-10-23 19:15:00,2023-10-23 20:05:00,159.0,3806.0,-
JOSEPH ALFRED DEVALL,1236564,D,3,2023-10-21 02:19:00,CST,,2023-10-23 18:10:00,2023-10-23 19:05:00,160.0,3831.0,-
HOUSTON FORET (TOW 1981) 57X24,0633661,U,1,2023-10-23 09:52:00,CST,,2023-10-23 17:15:00,2023-10-23 18:04:00,161.0,443.0,-
H J DUPRE (TOW),0532464,D,3,2023-10-20 22:36:00,CST,,2023-10-23 16:08:00,2023-10-23 17:00:00,162.0,3932.0,-
ROBERT G STONE JR (TOW),1189439,D,2,2023-10-20 22:07:00,CST,,2023-10-23 14:45:00,2023-10-23 15:40:00,163.0,3878.0,-
T H KELLY (TOW),0693109,D,6,2023-10-20 21:31:00,CST,,2023-10-23 13:30:00,2023-10-23 14:29:00,164.0,3839.0,-
ST. MATTHIAS,1273328,D,6,2023-10-20 19:30:00,CST,,2023-10-23 12:27:00,2023-10-23 13:15:00,165.0,3897.0,-
SACRED HEART (TOW 73X28),1203067,D,6,2023-10-20 18:19:00,CST,,2023-10-23 11:10:00,2023-10-23 12:04:00,166.0,3891.0,-
SCF CONTAINER EXPRESS ,1250819,D,7,2023-10-20 16:29:00,CST,,2023-10-23 10:05:00,2023-10-23 10:47:00,167.0,3936.0,-
BOLD VENTURE,1301090,U,6,2023-10-20 20:37:00,CST,,2023-10-23 09:00:00,2023-10-23 09:56:00,168.0,3623.0,-
RALPH RENFRO (TOW 2012) 84X32,1243956,D,2,2023-10-20 12:15:00,CST,,2023-10-23 07:45:00,2023-10-23 08:47:00,169.0,4050.0,-
AMERICAN STRONG (TOW 2016),1272102,U,2,2023-10-21 15:22:00,CST,,2023-10-23 06:30:00,2023-10-23 07:36:00,170.0,2348.0,-
JOSEPH ALFRED DEVALL,1236564,U,3,2023-10-21 14:57:00,CST,,2023-10-23 05:20:00,2023-10-23 05:55:00,171.0,2303.0,-
STEVE ALLEY,1322117,U,5,2023-10-21 11:46:00,CST,,2023-10-23 04:20:00,2023-10-23 05:00:00,172.0,2434.0,-
PORT EADS (TOW 2016) 69X30,1263200,U,2,2023-10-21 11:04:00,CST,,2023-10-23 03:35:00,2023-10-23 04:05:00,173.0,2431.0,-
CAROL M OTT (TOW),1071633,U,2,2023-10-21 01:43:00,CST,,2023-10-23 02:50:00,2023-10-23 03:20:00,174.0,2947.0,-
COTTLE (TOW 2019) 85X32,1291739,U,3,2023-10-20 20:02:00,CST,,2023-10-23 01:55:00,2023-10-23 02:25:00,175.0,3233.0,-
TRUMP IT,0675384,U,6,2023-10-20 19:54:00,CST,,2023-10-23 01:00:00,2023-10-23 01:40:00,176.0,3186.0,-
MICHELE GONSOULIN ( TOW ),1194788,U,2,2023-10-20 19:19:00,CST,,2023-10-22 23:50:00,2023-10-23 00:30:00,177.0,3151.0,-
RANDY MARTIN (TOW),1134312,U,2,2023-10-20 19:07:00,CST,,2023-10-22 23:10:00,2023-10-22 23:40:00,178.0,3123.0,-
DANE F MORGAN (TOW),1141127,U,2,2023-10-20 12:42:00,CST,,2023-10-22 22:30:00,2023-10-22 23:00:00,179.0,3468.0,-
DUKE,1247420,U,3,2023-10-20 05:38:00,CST,,2023-10-22 21:35:00,2023-10-22 22:10:00,180.0,3837.0,-
RESOLUTION (TOW),0629784,U,6,2023-10-20 05:30:00,CST,,2023-10-22 20:35:00,2023-10-22 21:10:00,181.0,3785.0,-
LESLIE (TOW 73X31),1218576,U,6,2023-10-20 03:02:00,CST,,2023-10-22 19:50:00,2023-10-22 20:20:00,182.0,3888.0,-
CAPTAIN EARL DEVALL (TOW)2005,1167310,U,2,2023-10-20 02:45:00,CST,,2023-10-22 19:00:00,2023-10-22 19:35:00,183.0,3855.0,-
LAKE BORGNE,1243596,D,2,2023-10-20 12:04:00,CST,,2023-10-22 17:36:00,2023-10-22 18:30:00,184.0,3212.0,-
RESPONDER,0543900,D,6,2023-10-20 07:53:00,CST,,2023-10-22 16:23:00,2023-10-22 17:15:00,185.0,3390.0,-
NICHOLAS VETO,1255027,D,1,2023-10-22 14:18:00,CST,,2023-10-22 16:14:00,2023-10-22 17:09:00,186.0,116.0,-
DAHLI BROOKE,1248795,D,2,2023-10-20 05:09:00,CST,,2023-10-22 15:10:00,2023-10-22 15:55:00,187.0,3481.0,-
CAPTAIN ROY DANIELS,1316301,D,1,2023-10-22 12:09:00,CST,,2023-10-22 15:00:00,2023-10-22 15:49:00,188.0,171.0,-
FREEDOM (TOW),0287518,D,6,2023-10-20 04:12:00,CST,,2023-10-22 13:32:00,2023-10-22 14:38:00,189.0,3440.0,-
KENNY BILLIOT (TOW 2013),1244012,D,2,2023-10-22 00:04:00,CST,,2023-10-22 13:21:00,2023-10-22 14:28:00,190.0,797.0,-
BETH WILSON,1121373,D,2,2023-10-20 03:59:00,CST,,2023-10-22 11:57:00,2023-10-22 12:59:00,191.0,3358.0,-
SANDPIPER (TOW 2011) 34X78,1237330,D,1,2023-10-21 21:00:00,CST,,2023-10-22 11:47:00,2023-10-22 12:54:00,192.0,887.0,-
KEVIN ALLEN,1273624,U,2,2023-10-04 08:19:00,CST,,,,193.0,63.0,7
HOUSTON FORET (TOW 1981) 57X24,633661,D,1,2023-10-04 08:10:00,CST,,,,194.0,72.0,10
ERNEST YANCEY,1236144,D,2,2023-10-04 05:41:00,CST,,,,195.0,221.0,9
MIKE BECHTOLD,586008,U,6,2023-10-04 03:55:00,CST,,,,196.0,327.0,6
CAPT. KIRK COLLETTI,1213534,U,2,2023-10-04 03:31:00,CST,,,,197.0,351.0,5
PARKER JAMES (TOW 72' X 30'),1276020,D,3,2023-10-04 03:19:00,CST,,,,198.0,363.0,8
EDWARD JONES JR (TOW 2011),1236733,D,2,2023-10-04 03:15:00,CST,,,,199.0,367.0,7
SID MOLLER (TOW 2009),1216426,D,2,2023-10-04 02:13:00,CST,,,,200.0,429.0,6
LILY G BROOKS,1302688,U,3,2023-10-04 01:52:00,CST,,,,201.0,450.0,4
PADDY (TOW 1996),1040254,U,2,2023-10-04 01:47:00,CST,,,,202.0,455.0,3
JOHN DEMPSEY,1251693,U,2,2023-10-04 01:30:00,CST,,,,203.0,472.0,2
CAPT JAMES (TOW 2015) 78X34,1259533,D,2,2023-10-03 23:31:00,CST,,,,204.0,591.0,5
RITA (TOW),544740,D,4,2023-10-03 22:50:00,CST,,,,205.0,632.0,4
T H KELLY (TOW),693109,D,6,2023-10-03 20:36:00,CST,,,,206.0,766.0,3
PINTAIL (TOW 2009) 57X28,1225748,D,1,2023-10-03 17:30:00,CST,,,,207.0,952.0,1A
BOBBY JONES (TOW),502672,D,3,2023-10-03 17:29:00,CST,,,,208.0,953.0,2
SHERIDAN A,1251629,D,2,2023-10-03 16:23:00,CST,,,,209.0,1019.0,1B
CAPT DOUG WRIGHT,1202864,U,5,2023-10-04 01:11:00,CST,,2023-10-04 07:10:00,2023-10-04 08:05:00,210.0,359.0,-
NOLAN RHODES (TOW 2014) 83X34,1251937,D,2,2023-10-03 15:51:00,CST,,2023-10-04 06:05:00,2023-10-04 07:00:00,211.0,854.0,-
LIV (TOW 2015) 72X30,1261486,U,6,2023-10-03 15:20:00,CST,,2023-10-04 05:10:00,2023-10-04 05:55:00,212.0,830.0,-
GOVERNOR MIKE HUCKABEE 80X30,1236450,U,2,2023-10-03 14:25:00,CST,,2023-10-04 04:20:00,2023-10-04 04:55:00,213.0,835.0,-
HIGH ISLAND (TOW 78X34)2012,1242165,U,2,2023-10-03 12:10:00,CST,,2023-10-04 03:15:00,2023-10-04 04:05:00,214.0,905.0,-
MISS RACHEL (TOW),632292,U,1,2023-10-04 02:23:00,CST,,2023-10-04 03:00:00,2023-10-04 03:55:00,215.0,37.0,-
CSS SHENANDOAH (TOW 2019),1300154,D,3,2023-10-03 15:45:00,CST,,2023-10-04 02:10:00,2023-10-04 02:50:00,216.0,625.0,-
GEISMAR (TOW),555297,D,1,2023-10-03 18:51:00,CST,,2023-10-04 00:50:00,2023-10-04 01:40:00,217.0,359.0,-
MISS RACHEL (TOW),632292,D,1,2023-10-03 18:45:00,CST,,2023-10-04 00:40:00,2023-10-04 01:35:00,218.0,355.0,-
JONES (TOW),1211510,D,2,2023-10-03 15:43:00,CST,,2023-10-04 00:30:00,2023-10-04 01:30:00,219.0,527.0,-
LESLIE (TOW 73X31),1218576,D,6,2023-10-03 09:56:00,CST,,2023-10-03 23:25:00,2023-10-04 00:05:00,220.0,809.0,-
CAPTAIN WALTER,1321262,D,1,2023-10-03 16:54:00,CST,,2023-10-03 23:15:00,2023-10-04 00:00:00,221.0,381.0,-
KYLE SMITH,1308580,D,3,2023-10-03 09:07:00,CST,,2023-10-03 22:05:00,2023-10-03 23:00:00,222.0,778.0,-
CROSBY EXPLORER (TOW),633881,D,1,2023-10-03 16:49:00,CST,,2023-10-03 21:10:00,2023-10-03 21:45:00,223.0,261.0,-
OVIDE J  (TOW 1998) 76X28,1070283,D,1,2023-10-03 08:18:00,CST,,2023-10-03 21:00:00,2023-10-03 21:40:00,224.0,762.0,-
CHIPPEWA,1262260,U,2,2023-10-03 08:52:00,CST,,2023-10-03 20:05:00,2023-10-03 20:50:00,225.0,673.0,-
LYDIA  (TOW 1994) 79X28,1028379,D,3,2023-10-03 07:42:00,CST,,2023-10-03 19:00:00,2023-10-03 19:50:00,226.0,678.0,-
RESPONDER,543900,U,6,2023-10-03 08:33:00,CST,,2023-10-03 17:37:00,2023-10-03 18:45:00,227.0,544.0,-
RITA (TOW),544740,U,6,2023-10-03 08:32:00,CST,,2023-10-03 16:03:00,2023-10-03 17:10:00,228.0,451.0,-
GEISMAR (TOW),555297,U,1,2023-10-03 13:51:00,CST,,2023-10-03 15:39:00,2023-10-03 16:55:00,229.0,108.0,-
RICHARD  (TOW 2008),1212306,D,2,2023-10-03 04:17:00,CST,,2023-10-03 14:01:00,2023-10-03 15:20:00,230.0,584.0,-
BAILEY B,1250234,D,1,2023-10-03 09:54:00,CST,,2023-10-03 13:45:00,2023-10-03 15:15:00,231.0,231.0,-
SWEENEY,1252151,U,2,2023-10-03 06:39:00,CST,,2023-10-03 12:42:00,2023-10-03 13:38:00,232.0,363.0,-
DELACROIX,1256869,U,1,2023-10-03 10:47:00,CST,,2023-10-03 12:26:00,2023-10-03 13:34:00,233.0,99.0,-
PARKER JAMES (TOW 72' X 30'),1276020,U,3,2023-10-03 06:02:00,CST,,2023-10-03 10:40:00,2023-10-03 11:45:00,234.0,278.0,-
JOYCE MAXINE (TOW 2006) 70X28,1182602,D,2,2023-10-03 03:02:00,CST,,2023-10-03 07:32:00,2023-10-03 08:15:00,235.0,270.0,-
MARTIN CHALLENGER (TOW),1051672,U,2,2023-10-03 01:32:00,CST,,2023-10-03 06:20:00,2023-10-03 07:25:00,236.0,288.0,-
SCF CONTAINER EXPRESS,1250819,U,2,2023-10-03 05:13:00,CST,,2023-10-03 06:00:00,2023-10-03 07:18:00,237.0,47.0,-
FRANK GOLEMI (TOW),1251200,U,2,2023-10-03 01:18:00,CST,,2023-10-03 05:05:00,2023-10-03 05:45:00,238.0,227.0,-
KENNY BILLIOT (TOW 2013),1244012,U,1,2023-10-03 03:30:00,CST,,2023-10-03 04:00:00,2023-10-03 04:50:00,239.0,30.0,-
LADY OF PERPETUAL HELP(TOW),1207724,U,6,2023-10-03 01:09:00,CST,,2023-10-03 03:50:00,2023-10-03 04:45:00,240.0,161.0,-
TIM SCOTT,1253090,U,2,2023-10-02 20:27:00,CST,,2023-10-03 02:45:00,2023-10-03 03:25:00,241.0,378.0,-
MISS RACHEL (TOW),632292,U,1,2023-10-03 01:42:00,CST,,2023-10-03 02:40:00,2023-10-03 03:20:00,242.0,58.0,-
SETH D (TOW 1981) 61X26,634990,D,4,2023-10-02 21:48:00,CST,,2023-10-03 01:45:00,2023-10-03 02:25:00,243.0,237.0,-
KENNY BILLIOT (TOW 2013),1244012,D,1,2023-10-02 21:35:00,CST,,2023-10-03 01:40:00,2023-10-03 02:20:00,244.0,245.0,-
MISS RACHEL (TOW),632292,D,1,2023-10-02 19:37:00,CST,,2023-10-03 00:20:00,2023-10-03 01:10:00,245.0,283.0,-
INTRA RECOIL(TOW),533346,D,2,2023-10-02 17:39:00,CST,,2023-10-03 00:10:00,2023-10-03 01:05:00,246.0,391.0,-
RIO GRANDE,1248275,D,1,2023-10-02 21:12:00,CST,,2023-10-03 00:00:00,2023-10-03 00:55:00,247.0,168.0,-
RAY S (TOW 2017),1282990,U,2,2023-10-02 11:55:00,CST,,2023-10-02 23:05:00,2023-10-02 23:50:00,248.0,670.0,-
SAN ANTONIO (TOW 2011),1236027,U,2,2023-10-02 11:18:00,CST,,2023-10-02 22:00:00,2023-10-02 22:45:00,249.0,642.0,-
LIBERTY,1224946,U,2,2023-10-02 08:22:00,CST,,2023-10-02 20:50:00,2023-10-02 21:35:00,250.0,748.0,-
SCF MARINE HWY,1250741,U,9,2023-10-02 08:00:00,CST,,2023-10-02 19:40:00,2023-10-02 20:25:00,251.0,700.0,-
COUNT FLEET,1294853,U,2,2023-10-02 07:55:00,CST,,2023-10-02 18:25:00,2023-10-02 19:05:00,252.0,630.0,-
CAPTAIN WALTER,1321262,U,1,2023-10-02 16:12:00,CST,,2023-10-02 18:15:00,2023-10-02 19:00:00,253.0,123.0,-
CAPTAIN RAPHAEL (TOW 1980),622432,D,2,2023-10-02 15:36:00,CST,,2023-10-02 17:10:00,2023-10-02 18:00:00,254.0,94.0,-
LESLIE (TOW 73X31),1218576,U,6,2023-10-02 07:47:00,CST,,2023-10-02 15:55:00,2023-10-02 16:53:00,255.0,488.0,-
MISS BETH (TOW),641329,U,1,2023-10-02 12:35:00,CST,,2023-10-02 15:35:00,2023-10-02 16:44:00,256.0,180.0,-
LINDA HUGHES FARLEY,1273622,D,2,2023-10-02 11:14:00,CST,,2023-10-02 14:18:00,2023-10-02 15:10:00,257.0,184.0,-
STEVE ALLEY,1322117,U,6,2023-10-02 06:14:00,CST,,2023-10-02 13:04:00,2023-10-02 14:09:00,258.0,410.0,-
FATHER PAT (TOW 2011) 76X35,1237423,D,3,2023-10-02 11:05:00,CST,,2023-10-02 11:55:00,2023-10-02 12:35:00,259.0,50.0,-
MARGARET ANNE (TOW 2017) 81X32,1275151,U,2,2023-10-02 02:47:00,CST,,2023-10-02 11:00:00,2023-10-02 11:46:00,260.0,493.0,-
BORN AGAIN (TOW),562776,D,6,2023-10-02 02:30:00,CST,,2023-10-02 09:45:00,2023-10-02 10:45:00,261.0,435.0,-
BERDON LAWRENCE,1306286,U,2,2023-10-02 02:36:00,CST,,2023-10-02 08:30:00,2023-10-02 09:23:00,262.0,354.0,-
COUSHATTA (TOW),1040099,D,2,2023-10-02 02:17:00,CST,,2023-10-02 07:26:00,2023-10-02 08:15:00,263.0,309.0,-
FATHER PAT (TOW 2011) 76X35,1237423,U,6,2023-10-02 02:17:00,CST,,2023-10-02 06:05:00,2023-10-02 07:04:00,264.0,228.0,-
BAILEY B,1250234,U,1,2023-10-02 03:39:00,CST,,2023-10-02 06:00:00,2023-10-02 06:52:00,265.0,141.0,-
FRANK GOLEMI (TOW),1251200,D,2,2023-10-01 21:50:00,CST,,2023-10-02 04:50:00,2023-10-02 05:45:00,266.0,420.0,-
GW DUNN,578286,D,1,2023-10-02 03:37:00,CST,,2023-10-02 04:40:00,2023-10-02 05:40:00,267.0,63.0,-
MIKE MITCHELL,624349,U,6,2023-10-01 18:57:00,CST,,2023-10-02 03:05:00,2023-10-02 04:10:00,268.0,488.0,-
SARAH D (TOW),1167754,D,3,2023-10-01 19:57:00,CST,,2023-10-02 01:50:00,2023-10-02 02:40:00,269.0,353.0,-
JAMES S DAVISON (TOW 86X32),1211188,U,2,2023-10-01 18:53:00,CST,,2023-10-02 00:45:00,2023-10-02 01:40:00,270.0,352.0,-
KENNY BILLIOT (TOW 2013),1244012,U,1,2023-10-01 23:09:00,CST,,2023-10-02 00:35:00,2023-10-02 01:30:00,271.0,86.0,-
AMERICAN LIFE (TOW 2016) 76X34,1268290,D,2,2023-10-01 14:43:00,CST,,2023-10-01 23:40:00,2023-10-02 00:20:00,272.0,537.0,-
SETH D (TOW 1981) 61X26,634990,U,6,2023-10-01 12:57:00,CST,,2023-10-01 22:25:00,2023-10-01 23:20:00,273.0,568.0,-
MISS AMANDA M,1299362,U,1,2023-10-01 19:50:00,CST,,2023-10-01 22:15:00,2023-10-01 23:10:00,274.0,145.0,-
PORT EADS (TOW 2016) 69X30,1263200,D,2,2023-10-01 13:58:00,CST,,2023-10-01 20:40:00,2023-10-01 21:35:00,275.0,402.0,-
KENNY BILLIOT (TOW 2013),1244012,D,1,2023-10-01 20:03:00,CST,,2023-10-01 20:30:00,2023-10-01 21:20:00,276.0,27.0,-
SABINE (TOW 2012),1236712,U,2,2023-10-01 12:42:00,CST,,2023-10-01 19:40:00,2023-10-01 20:20:00,277.0,418.0,-
SOUTHERN BELLE  (TOW),516701,D,6,2023-10-01 12:41:00,CST,,2023-10-01 18:08:00,2023-10-01 19:00:00,278.0,327.0,-
MICHELLE GOLDING,1258033,U,2,2023-10-01 11:47:00,CST,,2023-10-01 17:00:00,2023-10-01 18:02:00,279.0,313.0,-
BROOKE BANTA 75X30,1233112,D,2,2023-10-01 11:24:00,CST,,2023-10-01 15:35:00,2023-10-01 16:50:00,280.0,251.0,-
LUCY MAY,614508,U,6,2023-10-01 10:53:00,CST,,2023-10-01 14:05:00,2023-10-01 15:28:00,281.0,192.0,-
SHELL BEACH,1243598,U,0,2023-10-13 05:06:00,CST,,,,282.0,106.0,25
CAPTAIN RAPHAEL (TOW 1980),0622432,U,2,2023-10-13 05:00:00,CST,,,,283.0,112.0,24
CAPT DOUG WRIGHT,1202864,U,5,2023-10-13 04:52:00,CST,,,,284.0,120.0,23
DISCOVERY,1225821,U,2,2023-10-13 04:15:00,CST,,,,285.0,157.0,22
BOLD VENTURE,1301090,D,4,2023-10-13 04:05:00,CST,,,,286.0,167.0,22
ENDURANCE (TOW 2011)81X30,1232349,U,2,2023-10-13 04:01:00,CST,,,,287.0,171.0,21
GEISMAR (TOW),0555297,D,1,2023-10-13 03:51:00,CST,,,,288.0,181.0,2A
PONTCHARTRAIN,1259051,U,2,2023-10-13 03:48:00,CST,,,,289.0,184.0,20
LLANO (TOW 2012) 84X32,1236229,U,2,2023-10-13 03:41:00,CST,,,,290.0,191.0,19
RAY CHIEF TONEY (TOW 2015),1265939,D,2,2023-10-13 03:32:00,CST,,,,291.0,200.0,21
EVERARD DUPRE,1269035,U,2,2023-10-13 03:28:00,CST,,,,292.0,204.0,18
SANDRA LEIGH IVEY,1292801,U,2,2023-10-13 01:49:00,CST,,,,293.0,303.0,17
JANE ANN BLESSEY (TOW),1111657,U,2,2023-10-12 23:29:00,CST,,,,294.0,443.0,16
PADDY (TOW 1996),1040254,D,2,2023-10-12 22:33:00,CST,,,,295.0,499.0,20
MADELINE ( TOW 2008 ),1209145,D,2,2023-10-12 22:30:00,CST,,,,296.0,502.0,19
MIKE MITCHELL,0624349,U,6,2023-10-12 21:54:00,CST,,,,297.0,538.0,15
SHANNON MARY (TOW) 80X32,1255674,U,3,2023-10-12 21:52:00,CST,,,,298.0,540.0,14
NICHOLAS (TOW 2014) 65X28,1251897,D,6,2023-10-12 17:32:00,CST,,,,299.0,800.0,18
TRUMP IT,0675384,D,6,2023-10-12 12:53:00,CST,,,,300.0,1079.0,17
DODSON THORNTON,0266269,U,0,2023-10-12 12:05:00,CST,,,,301.0,1127.0,13
MARIE  (TOW 2005),1171260,U,2,2023-10-12 09:59:00,CST,,,,302.0,1253.0,12
ALEX D,1231404,U,2,2023-10-12 09:52:00,CST,,,,303.0,1260.0,11
MISS CAROLINE (TOW 2014),1250509,U,2,2023-10-12 09:25:00,CST,,,,304.0,1287.0,10
M/V TEXAS CITY,1189892,U,2,2023-10-12 07:08:00,CST,,,,305.0,1424.0,9
LUCAS PAUL DEVALL (TOW 2017),1277619,U,2,2023-10-12 06:51:00,CST,,,,306.0,1441.0,7
BORN AGAIN (TOW),0562776,U,6,2023-10-12 06:50:00,CST,,,,307.0,1442.0,8
LYNN R (TOW),0625663,U,2,2023-10-12 06:42:00,CST,,,,308.0,1450.0,6
BLUE DIAMOND,0565688,U,0,2023-10-12 06:29:00,CST,,,,309.0,1463.0,5
MARK L DUPLANTIS,1209682,D,3,2023-10-12 06:20:00,CST,,,,310.0,1472.0,16
AMERICAN SPIRIT (TOW 2014) 75X,1252998,D,2,2023-10-12 05:02:00,CST,,,,311.0,1550.0,15
SOUTHERN BELLE  (TOW),0516701,D,6,2023-10-12 04:58:00,CST,,,,312.0,1554.0,14
KENNY SHAVER,1294499,U,2,2023-10-12 04:35:00,CST,,,,313.0,1577.0,4
GEORGE W BANTA (TOW),0266928,D,4,2023-10-11 22:15:00,CST,,,,314.0,1957.0,13
SARAH D (TOW),1167754,D,6,2023-10-11 19:22:00,CST,,,,315.0,2130.0,12
CAPT DANIEL CLEMENT (TOW),0519922,D,2,2023-10-11 18:37:00,CST,,,,316.0,2175.0,11
CSS SHENANDOAH (TOW 2019),1300154,D,2,2023-10-11 18:34:00,CST,,,,317.0,2178.0,10
JEFF KINDL (TOW 2016) 86X35,1266571,D,8,2023-10-11 16:42:00,CST,,,,318.0,2290.0,9
MISS CARTER W,1334369,D,2,2023-10-11 15:39:00,CST,,,,319.0,2353.0,8
WILSEY DUPRE (TOW 2010),1224664,D,2,2023-10-11 15:09:00,CST,,,,320.0,2383.0,7
DIANE (TOW 2005),1176072,D,2,2023-10-11 12:18:00,CST,,,,321.0,2554.0,6
DANNY OCKMAN,0644041,U,6,2023-10-11 10:34:00,CST,,,,322.0,2658.0,3
HENRY J SOUDELIER III ( TOW ),1195775,U,2,2023-10-11 10:13:00,CST,,,,323.0,2679.0,2
LAFITTE,1242386,U,2,2023-10-11 09:36:00,CST,,,,324.0,2716.0,1
JAMES S DAVISON (TOW 86X32),1211188,D,2,2023-10-11 08:35:00,CST,,,,325.0,2777.0,5
EUGENIE J HUGER (TOW 2012),1242009,D,3,2023-10-11 08:22:00,CST,,,,326.0,2790.0,4
RIO GRANDE,1248275,U,2,2023-10-11 06:54:00,CST,,,,327.0,2878.0,0
DONNIE SONIER (TOW 2011) 69X30,1235354,D,2,2023-10-11 01:45:00,CST,,,,328.0,3187.0,3
JERRY DOG MCLAIN,1233239,D,2,2023-10-11 01:30:00,CST,,,,329.0,3202.0,2B
FRANK GOLEMI (TOW),1251200,D,3,2023-10-11 00:54:00,CST,,,,330.0,3238.0,1
KATIE GONSOULIN (TOW),1191866,U,2,2023-10-11 06:38:00,CST,,2023-10-13 05:40:00,2023-10-13 06:10:00,331.0,2822.0,-
KARL SENNER,1244550,U,3,2023-10-11 06:10:00,CST,,2023-10-13 04:30:00,2023-10-13 05:25:00,332.0,2780.0,-
MISSION (TOW 84X32) 2012,1240072,D,2,2023-10-11 00:09:00,CST,,2023-10-13 03:40:00,2023-10-13 04:15:00,333.0,3091.0,-
MIKE BECHTOLD,0586008,D,6,2023-10-10 22:52:00,CST,,2023-10-13 02:50:00,2023-10-13 03:25:00,334.0,3118.0,-
MISS CATHERINE (TOW),0572058,U,2,2023-10-11 06:02:00,CST,,2023-10-13 02:05:00,2023-10-13 02:35:00,335.0,2643.0,-
MISS GABRIELLA,1265914,U,2,2023-10-11 05:26:00,CST,,2023-10-13 00:00:00,2023-10-13 00:35:00,336.0,2554.0,-
EMILY WEBBER,1276027,U,2,2023-10-11 04:44:00,CST,,2023-10-12 23:05:00,2023-10-12 23:40:00,337.0,2541.0,-
AMERICAN LIFE (TOW 2016) 76X34,1268290,U,2,2023-10-11 04:24:00,CST,,2023-10-12 22:15:00,2023-10-12 22:50:00,338.0,2511.0,-
CAJUN HUSTLER (TOW),0527969,U,1,2023-10-12 20:49:00,CST,,2023-10-12 21:20:00,2023-10-12 21:55:00,339.0,31.0,-
BOLD VENTURE,1301090,U,4,2023-10-10 23:14:00,CST,,2023-10-12 21:10:00,2023-10-12 21:50:00,340.0,2756.0,-
ROGER WILLIAMSON,1263519,D,2,2023-10-10 22:49:00,CST,,2023-10-12 20:15:00,2023-10-12 20:50:00,341.0,2726.0,-
AMAZING GRACE (TOW 1958),0277588,D,4,2023-10-10 19:51:00,CST,,2023-10-12 19:25:00,2023-10-12 20:00:00,342.0,2854.0,-
DAHLI BROOKE,1248795,D,2,2023-10-11 20:32:00,CST,,2023-10-12 18:20:00,2023-10-12 19:05:00,343.0,1308.0,-
UNCLE BUD (TOW),1027533,D,1,2023-10-12 15:58:00,CST,,2023-10-12 18:10:00,2023-10-12 18:55:00,344.0,132.0,-
CAPT RICKY TORRES (TOW 2016),1268710,U,2,2023-10-10 22:17:00,CST,,2023-10-12 17:07:00,2023-10-12 17:55:00,345.0,2570.0,-
CAPT. KIRK COLLETTI,1213534,D,2,2023-10-10 16:00:00,CST,,2023-10-12 16:00:00,2023-10-12 16:54:00,346.0,2880.0,-
CAROLE L BRENT,1195776,U,2,2023-10-10 21:04:00,CST,,2023-10-12 14:50:00,2023-10-12 15:53:00,347.0,2506.0,-
