VESSEL_NAME,VESSEL_NO,DIRECTION,NUM_BARGES,ARRIVAL_DATE,SOL_DATE,END_OF_LOCKAGE,TIMEZONE,DELAY_MINS,SEQ_NO
SOPHIA GRACE,1280394,D,2,2023-09-30 19:20:00,2023-09-30 19:21:00,2023-09-30 19:51:00,CST,1,-
BAILEY B,1250234,U,1,2023-09-30 17:11:00,2023-09-30 18:22:00,2023-09-30 18:38:00,CST,71,-
GEORGE ROWE (TOW),912893,U,2,2023-09-30 16:43:00,2023-09-30 17:56:00,2023-09-30 18:17:00,CST,73,-
LILY G BROOKS,1302688,U,3,2023-09-30 16:40:00,2023-09-30 17:21:00,2023-09-30 17:51:00,CST,41,-
PARKER JAMES (TOW 72' X 30'),1276020,U,3,2023-09-30 16:16:00,2023-09-30 16:24:00,2023-09-30 17:16:00,CST,8,-
FALCON,1324494,D,2,2023-09-30 15:44:00,2023-09-30 15:45:00,2023-09-30 16:23:00,CST,1,-
JANE MERRICK,1251402,D,3,2023-09-30 14:24:00,2023-09-30 14:52:00,2023-09-30 15:25:00,CST,28,-
MISS KELLY,638361,D,1,2023-09-30 13:38:00,2023-09-30 14:26:00,2023-09-30 14:47:00,CST,48,-
JERRY TOROK,1265746,D,2,2023-09-30 13:18:00,2023-09-30 13:19:00,2023-09-30 14:21:00,CST,1,-
PORT MANSFIELD,1262416,U,2,2023-09-30 11:15:00,2023-09-30 11:16:00,2023-09-30 11:58:00,CST,1,-
JEFF BRUMFIELD ( TOW ),1209351,D,2,2023-09-30 09:07:00,2023-09-30 09:49:00,2023-09-30 10:25:00,CST,42,-
LIBERTY (TOW 75X30),1141276,U,2,2023-09-30 08:58:00,2023-09-30 09:10:00,2023-09-30 09:48:00,CST,12,-
PORT MANSFIELD,1262416,D,1,2023-09-30 08:26:00,2023-09-30 08:35:00,2023-09-30 09:09:00,CST,9,-
LESLIE (TOW 73X31),1218576,U,6,2023-09-30 07:23:00,2023-09-30 08:00:00,2023-09-30 08:30:00,CST,37,-
LARRY C,1278760,D,2,2023-09-30 07:10:00,2023-09-30 07:11:00,2023-09-30 07:59:00,CST,1,-
NICHOLAS (TOW 2014) 65X28,1251897,U,1,2023-09-30 05:31:00,2023-09-30 06:11:00,2023-09-30 06:24:00,CST,40,-
ENTERPRISE,1247595,U,2,2023-09-30 05:24:00,2023-09-30 05:44:00,2023-09-30 06:10:00,CST,20,-
BERDON LAWRENCE,1306286,U,2,2023-09-30 03:17:00,2023-09-30 05:01:00,2023-09-30 05:43:00,CST,104,-
MARK L DUPLANTIS,1209682,D,6,2023-09-30 03:10:00,2023-09-30 03:49:00,2023-09-30 05:00:00,CST,39,-
MARGARET ANNE (TOW 2017) 81X32,1275151,U,2,2023-09-30 03:03:00,2023-09-30 03:13:00,2023-09-30 03:48:00,CST,10,-
UNCLE NU (TOW),624234,D,3,2023-09-30 02:05:00,2023-09-30 02:45:00,2023-09-30 03:12:00,CST,40,-
ST CHARLES (TOW)76X35,1230767,D,3,2023-09-30 01:35:00,2023-09-30 02:02:00,2023-09-30 02:44:00,CST,27,-
DANE F MORGAN (TOW),1141127,U,2,2023-09-30 01:11:00,2023-09-30 01:16:00,2023-09-30 02:01:00,CST,5,-
SAN ANTONIO (TOW 2011),1236027,U,2,2023-09-30 00:23:00,2023-09-30 00:24:00,2023-09-30 01:15:00,CST,1,-
STEVE ALLEY,1322117,U,6,2023-09-29 22:12:00,2023-09-29 22:54:00,2023-09-29 23:28:00,CST,42,-
FATHER PAT (TOW 2011) 76X35,1237423,U,6,2023-09-29 20:13:00,2023-09-29 22:25:00,2023-09-29 22:53:00,CST,132,-
SABINE (TOW 2012),1236712,U,2,2023-09-29 19:45:00,2023-09-29 21:22:00,2023-09-29 22:24:00,CST,97,-
EMILY WEBBER,1276027,D,2,2023-09-29 19:24:00,2023-09-29 20:44:00,2023-09-29 21:21:00,CST,80,-
JAMES S DAVISON (TOW 86X32),1211188,U,2,2023-09-29 19:37:00,2023-09-29 20:12:00,2023-09-29 20:43:00,CST,35,-
SEA BULL (TOW 1979),610470,U,1,2023-09-29 19:05:00,2023-09-29 19:36:00,2023-09-29 20:11:00,CST,31,-
MARY ENA DEVALL (TOW),569520,D,2,2023-09-29 18:14:00,2023-09-29 18:58:00,2023-09-29 19:31:00,CST,44,-
BEAU BLESSEY (TOW),1093857,U,2,2023-09-29 17:58:00,2023-09-29 18:29:00,2023-09-29 18:56:00,CST,31,-
MISS AMANDA M,1299362,U,1,2023-09-29 17:56:00,2023-09-29 17:57:00,2023-09-29 18:24:00,CST,1,-
CINCINNATI (TOW),1126162,D,2,2023-09-29 16:23:00,2023-09-29 16:24:00,2023-09-29 16:58:00,CST,1,-
CAPT WEBSTER (TOW 2009) 65X26,1217894,D,2,2023-09-29 15:13:00,2023-09-29 15:44:00,2023-09-29 16:16:00,CST,31,-
SETH D (TOW 1981) 61X26,634990,U,6,2023-09-29 14:00:00,2023-09-29 14:59:00,2023-09-29 15:43:00,CST,59,-
M/V LILLIAN LOUISE,1267422,D,2,2023-09-29 12:21:00,2023-09-29 14:34:00,2023-09-29 14:58:00,CST,133,-
AMMIE  (TOW 2010)95X30,1225687,D,2,2023-09-29 11:19:00,2023-09-29 13:00:00,2023-09-29 14:29:00,CST,101,-
SWEET LAKE,1243599,D,2,2023-10-25 07:20:00,,,CST,17,
ENTERPRISE,1247595,D,2,2023-10-25 07:10:00,,,CST,27,
FREEDOM (TOW),287518,D,6,2023-10-25 07:05:00,,,CST,32,
LADY OF PERPETUAL HELP(TOW) ,1207724,U,6,2023-10-25 05:35:00,2023-10-25 05:36:00,2023-10-25 06:17:00,CST,1,-
BLUE DIAMOND,565688,D,1,2023-10-25 02:54:00,2023-10-25 03:35:00,2023-10-25 03:47:00,CST,41,-
RANDOLPH C,1261475,D,6,2023-10-25 02:29:00,2023-10-25 02:30:00,2023-10-25 03:30:00,CST,1,-
FATHER PAT (TOW 2011) 76X35,1237423,D,2,2023-10-24 23:53:00,2023-10-25 00:57:00,2023-10-25 01:53:00,CST,64,-
BRIAN O DANIELS ( TOW ),1198960,U,2,2023-10-24 21:21:00,2023-10-25 00:30:00,2023-10-25 00:56:00,CST,189,-
CAPT ANTHONY (TOW 2011),1232275,U,3,2023-10-24 19:47:00,2023-10-25 00:02:00,2023-10-25 00:25:00,CST,255,-
JOHN W STONE (TOW),602406,U,1,2023-10-24 19:46:00,2023-10-25 00:01:00,2023-10-25 00:22:00,CST,255,-
FRANK GOLEMI (TOW),1251200,U,2,2023-10-24 14:00:00,2023-10-24 23:26:00,2023-10-24 23:59:00,CST,566,-
MISS CATHERINE ,1301428,D,2,2023-10-24 18:55:00,2023-10-24 22:42:00,2023-10-24 23:25:00,CST,227,-
WOODY RICHERSON (TOW 2011),1235826,U,2,2023-10-24 13:58:00,2023-10-24 22:21:00,2023-10-24 22:41:00,CST,503,-
TY DOLESE,1255918,U,2,2023-10-24 13:34:00,2023-10-24 22:02:00,2023-10-24 22:16:00,CST,508,-
AL CENAC,1316302,U,3,2023-10-24 18:19:00,2023-10-24 21:17:00,2023-10-24 21:57:00,CST,178,-
ASPEN (TOW 2016) 75X34,1270614,U,2,2023-10-24 08:06:00,2023-10-24 20:57:00,2023-10-24 21:12:00,CST,771,-
CAPT. JERRY J. WILTZ (TOW2012),1238777,U,2,2023-10-24 16:56:00,2023-10-24 20:24:00,2023-10-24 20:52:00,CST,208,-
NICHOLAS VETO,1255027,D,1,2023-10-24 17:51:00,2023-10-24 20:09:00,2023-10-24 20:23:00,CST,138,-
JACKIE (TOW 2005),1171264,D,2,2023-10-24 15:12:00,2023-10-24 19:44:00,2023-10-24 20:04:00,CST,272,-
DAHLI BROOKE,1248795,D,2,2023-10-24 15:03:00,2023-10-24 19:15:00,2023-10-24 19:39:00,CST,252,-
VELMA C (TOW),1090026,D,4,2023-10-24 14:22:00,2023-10-24 17:56:00,2023-10-24 19:10:00,CST,214,-
MUDD TUG 15,1287064,D,1,2023-10-24 16:07:00,2023-10-24 17:55:00,2023-10-24 19:05:00,CST,108,-
PHILIP (TOW 1995),1033117,U,2,2023-10-24 15:07:00,2023-10-24 17:30:00,2023-10-24 17:51:00,CST,143,-
GREEN WING,1236106,U,3,2023-10-24 13:46:00,2023-10-24 16:53:00,2023-10-24 17:29:00,CST,187,-
CAPT SHAWN D.MARTINEZ(TOW),1238920,U,2,2023-10-24 13:33:00,2023-10-24 16:10:00,2023-10-24 16:51:00,CST,157,-
HUD JOSEPH (TOW 60X24 ),642513,U,1,2023-10-24 13:39:00,2023-10-24 15:40:00,2023-10-24 16:08:00,CST,121,-
CAPTAIN RAPHAEL (TOW 1980),622432,D,2,2023-10-24 12:46:00,2023-10-24 15:02:00,2023-10-24 15:38:00,CST,136,-
ELLY LANE (TOW),560594,D,3,2023-10-24 12:25:00,2023-10-24 13:51:00,2023-10-24 15:00:00,CST,86,-
M/V LILLIAN LOUISE,1267422,U,2,2023-10-24 10:51:00,2023-10-24 12:45:00,2023-10-24 13:46:00,CST,114,-
SANDPIPER (TOW 2011) 34X78,1237330,D,1,2023-10-24 10:09:00,2023-10-24 12:21:00,2023-10-24 12:43:00,CST,132,-
OLIVIA H (TOW 93' X 30'),512145,D,6,2023-10-24 10:07:00,2023-10-24 11:25:00,2023-10-24 12:20:00,CST,78,-
INNOVATOR (TOW 2003),1141274,U,3,2023-10-24 09:21:00,2023-10-24 11:05:00,2023-10-24 11:24:00,CST,104,-
TOM HENDERSON,1315976,U,2,2023-10-24 09:12:00,2023-10-24 10:42:00,2023-10-24 11:04:00,CST,90,-
RICHARD  (TOW 2008),1212306,U,2,2023-10-24 07:30:00,2023-10-24 09:56:00,2023-10-24 10:40:00,CST,146,-
KEVIN ALLEN ,1273624,D,2,2023-10-24 06:13:00,2023-10-24 09:37:00,2023-10-24 09:55:00,CST,204,-
CAPT DOUG WRIGHT,1202864,D,8,2023-10-24 05:24:00,2023-10-24 09:00:00,2023-10-24 09:36:00,CST,216,-
LADY OF PERPETUAL HELP(TOW) ,1207724,D,6,2023-10-23 18:48:00,2023-10-23 18:49:00,2023-10-23 19:44:00,CST,1,-
F LOGAN (TOW),571495,D,1,2023-10-03 09:38:00,,,CST,0,
F LOGAN (TOW),571495,D,1,2023-10-03 09:38:00,2023-10-03 09:38:00,2023-10-03 10:17:00,CST,0,-
MISS GENEVIEVE,1276019,D,2,2023-10-03 05:25:00,2023-10-03 06:20:00,2023-10-03 06:54:00,CST,55,-
PAT CENAC,1303152,U,2,2023-10-03 04:54:00,2023-10-03 05:36:00,2023-10-03 05:51:00,CST,42,-
BETSY BLESSEY,1109349,D,2,2023-10-03 04:33:00,2023-10-03 04:56:00,2023-10-03 05:15:00,CST,23,-
DRUE ARAMISE,1307051,D,3,2023-10-03 00:52:00,2023-10-03 03:19:00,2023-10-03 03:33:00,CST,147,-
RALPH RENFRO (TOW 2012) 84X32,1243956,U,2,2023-10-03 01:20:00,2023-10-03 02:34:00,2023-10-03 02:45:00,CST,74,-
MACK AMON,1279906,U,2,2023-10-03 01:07:00,2023-10-03 01:54:00,2023-10-03 02:14:00,CST,47,-
VELMA C (TOW),1090026,U,4,2023-10-03 00:29:00,2023-10-03 01:30:00,2023-10-03 01:40:00,CST,61,-
SYDNEY ANN (TOW),1184206,U,2,2023-10-02 23:36:00,2023-10-03 01:08:00,2023-10-03 01:25:00,CST,92,-
PETER BRENT ICE,1301258,D,2,2023-10-02 23:37:00,2023-10-03 00:36:00,2023-10-03 00:47:00,CST,59,-
DANNY TERRAL (TOW) 75X26,651548,D,6,2023-10-02 23:29:00,2023-10-03 00:07:00,2023-10-03 00:23:00,CST,38,-
WILTON LEBOEUF (TOW),647866,D,1,2023-10-02 22:44:00,2023-10-02 23:11:00,2023-10-02 23:22:00,CST,27,-
JUDY S FRIED (TOW),1165345,D,2,2023-10-02 21:05:00,2023-10-02 22:21:00,2023-10-02 22:31:00,CST,76,-
MISS KIMBERLY,1333893,U,2,2023-10-02 21:07:00,2023-10-02 21:52:00,2023-10-02 22:05:00,CST,45,-
MISS CARTER W,1334369,U,2,2023-10-02 21:02:00,2023-10-02 21:26:00,2023-10-02 21:43:00,CST,24,-
MUDD TUG II ( TOW ),1202419,U,1,2023-10-02 19:25:00,2023-10-02 19:41:00,2023-10-02 19:50:00,CST,16,-
MICHELE GONSOULIN ( TOW ),1194788,D,2,2023-10-02 11:56:00,2023-10-02 16:58:00,2023-10-02 17:15:00,CST,302,-
MISS GABRIELLA,1265914,D,3,2023-10-02 15:50:00,2023-10-02 16:05:00,2023-10-02 16:33:00,CST,15,-
HONDO (TOW95X35),1217767,U,4,2023-10-02 14:04:00,2023-10-02 15:28:00,2023-10-02 15:53:00,CST,84,-
POINT A LA HACHE,1265682,U,2,2023-10-02 11:35:00,2023-10-02 14:52:00,2023-10-02 15:25:00,CST,197,-
MIA KELLEY ( TOW ),1188649,U,2,2023-10-02 11:00:00,2023-10-02 14:20:00,2023-10-02 14:49:00,CST,200,-
CALIFORNIA CHROME (TOW 2019),1292966,D,6,2023-10-02 12:15:00,2023-10-02 13:36:00,2023-10-02 14:03:00,CST,81,-
ANDREW WALSH,1316597,D,2,2023-10-02 10:45:00,2023-10-02 13:02:00,2023-10-02 13:34:00,CST,137,-
DARIAN ALEXANDRA (TOW 2019),1269031,D,3,2023-10-02 10:42:00,2023-10-02 12:30:00,2023-10-02 13:00:00,CST,108,-
RENEE T WHATLEY (TOW),1194317,D,1,2023-10-02 10:36:00,2023-10-02 12:00:00,2023-10-02 12:14:00,CST,84,-
HOWARD BLANK (TOW 86X32),1221426,D,2,2023-10-02 10:35:00,2023-10-02 11:16:00,2023-10-02 11:58:00,CST,41,-
KEVIN ALLEN,1273624,U,2,2023-10-02 10:22:00,2023-10-02 10:30:00,2023-10-02 11:03:00,CST,8,-
FLORENCE DAVIS,1280394,D,2,2023-09-30 19:20:00,2023-09-30 19:21:00,2023-09-30 19:51:00,CST,1,-
RITA (TOW),544740,U,6,2023-09-21 07:26:00,,,CST,26,3
LESLIE (TOW 73X31),1218576,U,6,2023-09-21 07:10:00,,,CST,0,2
LESLIE (TOW 73X31),1218576,U,6,2023-09-21 07:10:00,2023-09-21 07:29:00,2023-09-21 07:45:00,CST,19,-
MISS KATE (TOW 2019) 75X34,1293781,U,2,2023-09-21 06:52:00,2023-09-21 07:12:00,2023-09-21 07:28:00,CST,20,-
JONES (TOW),1211510,U,2,2023-09-21 04:01:00,2023-09-21 06:27:00,2023-09-21 07:02:00,CST,146,-
COTTLE (TOW 2019) 85X32,1291739,U,2,2023-09-21 05:02:00,2023-09-21 06:03:00,2023-09-21 06:26:00,CST,61,-
COCODRIE,1259043,U,2,2023-09-21 03:56:00,2023-09-21 05:23:00,2023-09-21 06:02:00,CST,87,-
HENRY J SOUDELIER III ( TOW ),1195775,D,2,2023-09-21 03:46:00,2023-09-21 04:46:00,2023-09-21 05:22:00,CST,60,-
CREOLE CRUSADER (TOW),1092924,U,2,2023-09-21 03:40:00,2023-09-21 03:58:00,2023-09-21 04:45:00,CST,18,-
RYAN    (TOW 2002) 86X30,1130859,U,2,2023-09-21 02:20:00,2023-09-21 03:16:00,2023-09-21 03:57:00,CST,56,-
KARNES (TOW 2013) 78X34,1250883,D,2,2023-09-21 02:15:00,2023-09-21 02:16:00,2023-09-21 03:15:00,CST,1,-
EL PASO (TOW),538582,U,2,2023-09-21 00:27:00,2023-09-21 00:28:00,2023-09-21 01:20:00,CST,1,-
SHANNON MARY (TOW) 80X32,1255674,U,2,2023-09-20 21:24:00,2023-09-20 21:30:00,2023-09-20 22:10:00,CST,6,-
GRAYSON,1256561,U,2,2023-09-20 19:51:00,2023-09-20 20:47:00,2023-09-20 21:29:00,CST,56,-
MARK L DUPLANTIS,1209682,D,4,2023-09-20 19:49:00,2023-09-20 19:50:00,2023-09-20 20:46:00,CST,1,-
NATHAN THOMAS (TOW),641865,D,1,2023-09-20 19:00:00,2023-09-20 19:01:00,2023-09-20 19:33:00,CST,1,-
BEAU ANDREW (TOW),1209107,U,1,2023-09-20 17:32:00,2023-09-20 17:56:00,2023-09-20 18:00:00,CST,24,-
PAT CENAC,1303152,D,3,2023-09-20 16:48:00,2023-09-20 17:13:00,2023-09-20 17:34:00,CST,25,-
CAPT TIMMY,628797,U,2,2023-09-20 16:14:00,2023-09-20 16:34:00,2023-09-20 16:42:00,CST,20,-
T H KELLY (TOW),693109,U,2,2023-09-20 15:48:00,2023-09-20 16:09:00,2023-09-20 16:20:00,CST,21,-
JUDY S FRIED (TOW),1165345,D,2,2023-09-20 15:18:00,2023-09-20 15:31:00,2023-09-20 15:43:00,CST,13,-
FRANK GOLEMI (TOW),1251200,D,3,2023-09-20 14:25:00,2023-09-20 14:51:00,2023-09-20 15:16:00,CST,26,-
GEORGE ROWE (TOW),912893,D,2,2023-09-20 11:58:00,2023-09-20 12:25:00,2023-09-20 12:40:00,CST,27,-
CHEROKEE (TOW 2015) 85X35,1261334,D,2,2023-09-20 10:47:00,2023-09-20 11:24:00,2023-09-20 11:40:00,CST,37,-
JOSEPH ALFRED DEVALL,1236564,D,1,2023-09-20 10:28:00,2023-09-20 11:08:00,2023-09-20 11:18:00,CST,40,-
HALLIE T,1270439,U,6,2023-09-20 08:47:00,2023-09-20 09:28:00,2023-09-20 09:40:00,CST,41,-
SYDNEE TAYLOR (TOW),1191691,D,1,2023-09-20 07:32:00,2023-09-20 08:41:00,2023-09-20 08:56:00,CST,69,-
SCOTT R WILSON (TOW),1114162,D,2,2023-09-20 06:30:00,2023-09-20 08:25:00,2023-09-20 08:40:00,CST,115,-
CAPT ROBERT J BANTA (TOW),1263089,U,2,2023-09-20 06:35:00,2023-09-20 07:45:00,2023-09-20 08:06:00,CST,70,-
CAPT NILES SHOEMAKER,1239879,U,2,2023-09-20 06:06:00,2023-09-20 07:27:00,2023-09-20 07:44:00,CST,81,-
GOSPEL LIGHT (TOW),570130,U,6,2023-09-20 05:39:00,2023-09-20 07:15:00,2023-09-20 07:26:00,CST,96,-
CAPT DOUG WRIGHT,1202864,D,5,2023-09-20 05:43:00,2023-09-20 06:21:00,2023-09-20 06:43:00,CST,38,-
KATHERINE BERRY,1195204,D,3,2023-09-20 05:25:00,2023-09-20 05:26:00,2023-09-20 06:20:00,CST,1,-
SID MOLLER (TOW 2009),1216426,D,2,2023-09-20 03:05:00,2023-09-20 04:36:00,2023-09-20 05:10:00,CST,91,-
ANGELA RENEE (TOW 2015),1263636,D,2,2023-09-20 02:18:00,2023-09-20 03:45:00,2023-09-20 04:35:00,CST,87,-
COUSHATTA (TOW),1040099,U,2,2023-09-20 01:47:00,2023-09-20 03:05:00,2023-09-20 03:44:00,CST,78,-
MARY BURKE LILES (TOW),1075425,U,2,2023-09-20 00:24:00,2023-09-20 02:25:00,2023-09-20 03:04:00,CST,121,-
AMERICAN SPIRIT (TOW 2014) 75X,1252998,U,2,2023-09-20 00:01:00,2023-09-20 01:40:00,2023-09-20 02:24:00,CST,99,-
CITATION (TOW),1217083,U,3,2023-09-19 22:33:00,2023-09-20 01:14:00,2023-09-20 01:39:00,CST,161,-
CLAIR S SMITH,1239505,D,2,2023-09-19 22:00:00,2023-09-20 00:11:00,2023-09-20 01:13:00,CST,131,-
ST PADRE PIO (TOW 74X28),1212045,U,6,2023-09-19 21:48:00,2023-09-19 23:35:00,2023-09-20 00:10:00,CST,107,-
WOOD RIVER (TOW 2012),1233527,U,2,2023-09-19 21:14:00,2023-09-19 23:03:00,2023-09-19 23:34:00,CST,109,-
MARGARET ANNE (TOW 2017) 81X32,1275151,U,3,2023-09-19 20:29:00,2023-09-19 22:28:00,2023-09-19 23:02:00,CST,119,-
M/V LILLIAN LOUISE,1267422,U,3,2023-09-19 20:15:00,2023-09-19 21:57:00,2023-09-19 22:27:00,CST,102,-
CAROL M OTT (TOW),1071633,U,2,2023-09-19 19:54:00,2023-09-19 21:23:00,2023-09-19 21:56:00,CST,89,-
INNOVATOR (TOW 76X35),1244544,U,1,2023-09-19 19:51:00,2023-09-19 21:03:00,2023-09-19 21:22:00,CST,72,-
HUGH S MONSTED (TOW),1151737,D,2,2023-09-19 19:33:00,2023-09-19 20:15:00,2023-09-19 21:02:00,CST,42,-
LOUIE LEONE,1247315,U,2,2023-09-19 19:29:00,2023-09-19 19:30:00,2023-09-19 20:14:00,CST,1,-
JOSEPH ALFRED DEVALL,1236564,U,3,2023-09-19 17:40:00,2023-09-19 18:22:00,2023-09-19 18:45:00,CST,42,-
RODNEY HAGEBOLS,1325577,U,2,2023-09-19 17:36:00,2023-09-19 18:01:00,2023-09-19 18:17:00,CST,25,-
JERIS AUTHEMENT,1252182,U,2,2023-09-19 17:20:00,2023-09-19 17:21:00,2023-09-19 17:56:00,CST,1,-
SEA BULL (TOW 1979),610470,D,1,2023-09-19 15:51:00,2023-09-19 16:48:00,2023-09-19 17:03:00,CST,57,-
MARY BURKE LILES (TOW),1075425,D,2,2023-09-19 15:45:00,2023-09-19 15:50:00,2023-09-19 16:48:00,CST,5,-
CHRISTINE (TOW 2004),1165438,U,2,2023-09-19 14:49:00,2023-09-19 15:05:00,2023-09-19 15:49:00,CST,16,-
MISS KELLY,638361,D,1,2023-09-19 13:14:00,2023-09-19 14:42:00,2023-09-19 15:04:00,CST,88,-
MIKE MITCHELL,624349,U,6,2023-09-19 13:01:00,2023-09-19 13:34:00,2023-09-19 14:41:00,CST,33,-
CAPT. KIRK COLLETTI,1213534,D,2,2023-09-19 12:29:00,2023-09-19 13:11:00,2023-09-19 13:33:00,CST,42,-
CLARK TODD (TOW 2014) 81X30,1255497,D,2,2023-09-19 12:11:00,2023-09-19 12:20:00,2023-09-19 13:06:00,CST,9,-
PARKER JAMES (TOW 72' X 30'),1276020,U,6,2023-09-19 10:38:00,2023-09-19 11:38:00,2023-09-19 12:19:00,CST,60,-
TIM SCOTT,1253090,U,2,2023-09-19 10:33:00,2023-09-19 11:11:00,2023-09-19 11:33:00,CST,38,-
BEN STRAFUSS,1243634,U,2,2023-09-19 10:25:00,2023-09-19 10:26:00,2023-09-19 11:06:00,CST,1,-
LYDIA  (TOW 1994) 79X28,1028379,D,2,2023-09-19 09:07:00,2023-09-19 09:28:00,2023-09-19 10:04:00,CST,21,-
JAIME DEVALL (TOW),612327,D,2,2023-09-19 08:00:00,2023-09-19 08:56:00,2023-09-19 09:23:00,CST,56,-
MISS CHRISTY,634736,D,1,2023-09-19 07:18:00,2023-09-19 08:55:00,2023-09-19 09:14:00,CST,97,-
RAY S (TOW 2017),1282990,D,2,2023-09-19 07:03:00,2023-09-19 08:12:00,2023-09-19 08:50:00,CST,69,-
ROGER WILLIAMSON,1263519,U,2,2023-09-19 07:16:00,2023-09-19 07:53:00,2023-09-19 08:11:00,CST,37,-
MON TA (TOW 70X24) 2012,1237633,U,6,2023-09-19 05:43:00,2023-09-19 07:35:00,2023-09-19 07:48:00,CST,112,-
JANICE TYSON (TOW 96X30 ),1181048,U,2,2023-09-19 05:00:00,2023-09-19 07:08:00,2023-09-19 07:30:00,CST,128,-
EUGENIE J HUGER (TOW 2012),1242009,U,6,2023-09-19 04:42:00,2023-09-19 06:26:00,2023-09-19 07:03:00,CST,104,-
HALLIE T,1270439,D,6,2023-09-19 04:53:00,2023-09-19 05:53:00,2023-09-19 06:25:00,CST,60,-
HOWARD BLANK (TOW 86X32),1221426,D,2,2023-09-19 04:50:00,2023-09-19 05:31:00,2023-09-19 05:52:00,CST,41,-
STEVE RICHOUX (TOW),568988,D,6,2023-09-19 04:04:00,2023-09-19 04:54:00,2023-09-19 05:30:00,CST,50,-
INDEPENDENCE,586238,D,1,2023-09-19 03:10:00,2023-09-19 04:36:00,2023-09-19 04:53:00,CST,86,-
WILLIAM  (TOW 2009) 70X30,1222437,U,2,2023-09-19 03:30:00,2023-09-19 04:00:00,2023-09-19 04:35:00,CST,30,-
DRUE ARAMISE,1307051,U,3,2023-09-19 02:25:00,2023-09-19 03:10:00,2023-09-19 03:59:00,CST,45,-
CHARLES E MARTIN (TOW),1107227,D,2,2023-09-19 02:11:00,2023-09-19 02:12:00,2023-09-19 03:09:00,CST,1,-
SYDNEY ANN (TOW),1184206,U,2,2023-09-18 19:44:00,2023-09-18 22:38:00,2023-09-18 23:12:00,CST,174,-
CITATION (TOW),1217083,D,3,2023-09-18 21:06:00,2023-09-18 22:08:00,2023-09-18 22:37:00,CST,62,-
BEAU BLESSEY (TOW),1093857,D,2,2023-09-18 19:22:00,2023-09-18 21:45:00,2023-09-18 22:07:00,CST,143,-
LESTER FULFER (TOW 2018),1278758,D,2,2023-09-18 18:39:00,2023-09-18 21:17:00,2023-09-18 21:44:00,CST,158,-
DARIAN ALEXANDRA (TOW 2019),1269031,D,3,2023-09-18 18:20:00,2023-09-18 20:36:00,2023-09-18 21:16:00,CST,136,-
GALVESTON (TOW 76X35),1216091,D,2,2023-09-18 16:21:00,2023-09-18 20:03:00,2023-09-18 20:35:00,CST,222,-
SYDNEE TAYLOR (TOW),1191691,U,1,2023-09-18 19:05:00,2023-09-18 19:38:00,2023-09-18 20:02:00,CST,33,-
AL CENAC,1316302,U,3,2023-09-18 16:02:00,2023-09-18 19:13:00,2023-09-18 19:37:00,CST,191,-
CAPT. KIRK COLLETTI,1213534,U,1,2023-09-18 18:38:00,2023-09-18 18:39:00,2023-09-18 19:12:00,CST,1,-
JEFF KINDL (TOW 2016) 86X35,1266571,D,4,2023-09-18 15:38:00,2023-09-18 17:46:00,2023-09-18 18:26:00,CST,128,-
ADDISON FAITH,1308502,U,2,2023-09-18 15:00:00,2023-09-18 16:57:00,2023-09-18 17:45:00,CST,117,-
RISEN SAVIOUR (TOW),1191228,D,6,2023-09-18 14:17:00,2023-09-18 16:01:00,2023-09-18 16:56:00,CST,104,-
EMILY WEBBER,1276027,U,2,2023-09-18 14:04:00,2023-09-18 15:36:00,2023-09-18 15:56:00,CST,92,-
KYLE SMITH,1308580,U,3,2023-09-18 13:50:00,2023-09-18 15:02:00,2023-09-18 15:31:00,CST,72,-
BRONCO,1327838,U,2,2023-09-18 13:47:00,2023-09-18 14:42:00,2023-09-18 14:57:00,CST,55,-
SAN MARCOS (TOW 1012),1242397,U,2,2023-09-18 13:44:00,2023-09-18 13:45:00,2023-09-18 14:37:00,CST,1,-
CAPT. JERRY J. WILTZ (TOW2012),1238777,U,2,2023-09-18 13:20:00,2023-09-18 13:28:00,2023-09-18 13:40:00,CST,8,-
JACKIE (TOW 2005),1171264,U,2,2023-09-18 12:45:00,2023-09-18 12:46:00,2023-09-18 13:23:00,CST,1,-
JOHN W STONE (TOW),602406,U,1,2023-09-26 06:01:00,,,CST,81,
RANDOLPH C,1261475,U,3,2023-09-26 05:57:00,2023-09-26 06:20:00,2023-09-26 06:57:00,CST,23,-
LAT GONSOULIN (TOW 2012),1237082,D,3,2023-09-26 05:24:00,2023-09-26 05:39:00,2023-09-26 06:05:00,CST,15,-
DELACROIX,1256869,D,1,2023-09-26 04:04:00,2023-09-26 04:20:00,2023-09-26 04:43:00,CST,16,-
AMERICAN CENTURY (TOW 2015),1261315,U,2,2023-09-26 02:28:00,2023-09-26 03:25:00,2023-09-26 03:55:00,CST,57,-
MICHELLE GOLDING,1258033,D,2,2023-09-26 02:07:00,2023-09-26 02:56:00,2023-09-26 03:16:00,CST,49,-
BORN AGAIN (TOW),562776,D,6,2023-09-26 00:49:00,2023-09-26 02:29:00,2023-09-26 02:54:00,CST,100,-
FATHER PAT (TOW 2011) 76X35,1237423,D,6,2023-09-26 00:35:00,2023-09-26 02:00:00,2023-09-26 02:26:00,CST,85,-
NICHOLAS (TOW 2014) 65X28,1251897,D,5,2023-09-26 00:05:00,2023-09-26 01:35:00,2023-09-26 01:57:00,CST,90,-
